slice,window,n,years,meanProbabilityA,observedWinRateA,calibrationResidualA,meanFavoriteProbability,accuracy,favoriteResidual,favoriteResidualNaiveSE,logloss,brier,lossContribution
"favorite_probability:[0.6,0.7)",2011,697,1,0.4934895792838117,0.4935437589670014,5.417968318967434e-05,0.6495238224145521,0.6398852223816356,-0.009638600032916517,0.018134949452754425,0.6503394152730989,0.22899087120174932,0.01691746556861051
"favorite_probability:[0.6,0.7)",2012,733,1,0.487270524889606,0.48840381991814463,0.001133295028538658,0.6489150020027497,0.6821282401091405,0.03321323810639085,0.01722317386646212,0.6283342422744292,0.2182419287866807,0.01718925877387313
"favorite_probability:[0.6,0.7)",2013,697,1,0.5067778198672866,0.49784791965566716,-0.008929900211619485,0.6500468279687168,0.6685796269727403,0.018532799004023447,0.01782034138498304,0.6346866006129579,0.22136840332475155,0.016510284415437473
"favorite_probability:[0.6,0.7)",2014,702,1,0.4992346796887231,0.50997150997151,0.010736830282786863,0.649215877506101,0.6353276353276354,-0.013888242178465607,0.01814571139198353,0.6545933154774858,0.23100893945754147,0.017150276459849033
"favorite_probability:[0.6,0.7)",2015,711,1,0.5022848921848552,0.5260196905766527,0.023734798391797502,0.6485118928568787,0.6469760900140648,-0.0015358028428140477,0.017852129700620976,0.6446359702261814,0.22627831843230548,0.017105925760648462
"favorite_probability:[0.6,0.7)",2016,800,1,0.5075654426757907,0.48,-0.02756544267579077,0.6485588850491522,0.66625,0.017691114950847825,0.016662255551242244,0.6363129928015718,0.22213995283207166,0.01899867112940425
"favorite_probability:[0.6,0.7)",2017,775,1,0.5133956738438832,0.5032258064516129,-0.010169867392270236,0.6479783054328199,0.632258064516129,-0.015720240916690824,0.01730565936056408,0.65674802245089,0.23204917070408124,0.0189960333432649
"favorite_probability:[0.6,0.7)",2018,790,1,0.5063895362883192,0.5164556962025316,0.010066159914212475,0.6481005784569247,0.6468354430379747,-0.0012651354189499278,0.01700303523015507,0.6486610414527896,0.2281040309205269,0.019125260235414786
"favorite_probability:[0.6,0.7)",2019,751,1,0.510382030572071,0.4873501997336884,-0.023031830838382623,0.6470392717082852,0.6631158455392809,0.0160765738309957,0.017202235261944,0.6363386588011608,0.2221961297315956,0.017835721906384706
"favorite_probability:[0.7,0.8)",tune,5656,10,0.5066848905458812,0.5037128712871287,-0.002972019258752468,0.7468109609956064,0.748939179632249,0.0021282186366425263,0.005754883951551683,0.5614758101087399,0.18729071728246766,0.11852307165690204
