experiment,n,deltaLogloss,naiveSE,incumbentLL,candidateLL,incumbentAccuracy,candidateAccuracy,accuracyDeltaPP,incumbentBrier,candidateBrier,tuneWeekCILower,tuneWeekCIUpper,positiveTuneYears,totalTuneYears,firstHalfDelta,secondHalfDelta,validationStatus,validationDelta,verdict,wallSeconds
HIST-01-absence-neutral,26794,-6.142991349885395e-05,9.630401198441757e-05,0.5906491562188603,0.5907105861323592,0.6795924460700157,0.6797417332238561,0.014928715384043834,0.20305557841342903,0.2030756405717766,-0.00027219491048455013,0.00014279924320159483,4,10,0.0001089837884775631,-0.00023335124906600555,not evaluated; failed tune selection,,REJECT,40.11307770793792
HIST-02-point-cap-40,26794,8.425520866537034e-05,0.00011880963856438683,0.5906491562188603,0.590564901010195,0.6795924460700157,0.6796297678584757,0.0037321788460054073,0.20305557841342903,0.20301842636773215,-0.00016569461710872082,0.00032006054879390046,6,10,0.000297468180845982,-0.0001308440381229272,not evaluated; failed tune selection,,DECLINED-unstable,45.83574833290186
HIST-03-point-cap-80,26794,-2.509303464052096e-05,6.523038638999905e-05,0.5906491562188603,0.5906742492535009,0.6795924460700157,0.679331193550795,-0.026125251922071158,0.20305557841342903,0.20306635526681346,-0.00016967829320518318,0.00012364933891528509,4,10,0.0002211798634974621,-0.00027354468536362026,not evaluated; failed tune selection,,REJECT,45.806298375013284
