year,event,match,winner,loser,winnerId,loserId,round,score,outcome,status,start,end,timestamp,estimatedStartTime,sourceLastUpdated,historicalPublicationTimeKnown,sourceFile,sourceSHA256,duplicateRecords,observedIndex,observedHasStats,observedDate,observedSource,cachedPositiveDenominators,cachedValidStats
2024,1020,LS011,Qinwen Zheng,Amanda Anisimova,328120,326384,R16,3-6 6-1 6-2,completed,present,2024-09-25,2024-10-06,2024-10-02T13:06:08.547+00:00,False,2024-10-02T15:51:16.207+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135386.0,True,2024-10-02,stats,False,False
2024,1020,LS012,Yuliia Starodubtseva,Anna Kalinskaya,325338,323942,R16,7-5 6-0,completed,present,2024-09-25,2024-10-06,2024-10-01T07:41:53.61+00:00,False,2024-10-01T09:43:52.257+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135372.0,True,2024-10-01,stats,False,False
2024,1020,LS014,Shuai Zhang,Magdalena Frech,311779,320277,R16,6-4 6-2,completed,present,2024-09-25,2024-10-06,2024-10-01T04:17:51.587+00:00,False,2024-10-01T06:01:49.66+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135371.0,True,2024-10-01,stats,False,False
2024,1020,LS015,Paula Badosa,Jessica Pegula,320124,316956,R16,6-4 6-0,completed,present,2024-09-25,2024-10-06,2024-10-01T02:45:18.003+00:00,False,2024-10-01T04:12:45.04+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135370.0,True,2024-10-01,stats,False,False
2024,1020,LS016,Aryna Sabalenka,Ashlyn Krueger,320760,329409,R32,6-2 6-2,completed,present,2024-09-25,2024-10-06,2024-09-30T04:49:02.36+00:00,False,2024-09-30T06:22:39.687+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135358.0,True,2024-09-30,stats,False,False
2024,1020,LS017,Madison Keys,Beatriz Haddad Maia,316959,318176,R32,6-3 6-3,completed,present,2024-09-25,2024-10-06,2024-09-30T02:46:03.177+00:00,False,2024-09-30T04:34:27.617+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135356.0,True,2024-09-30,stats,False,False
2024,1020,LS018,Cristina Bucsa,Elise Mertens,321158,317964,R32,4-6 6-2 6-2,completed,present,2024-09-25,2024-10-06,2024-09-30T05:06:08.893+00:00,False,2024-09-30T07:41:40.243+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135359.0,True,2024-09-30,stats,False,False
2024,1020,LS019,Karolina Muchova,Jaqueline Cristian,322191,320319,R32,6-1 6-3,completed,present,2024-09-25,2024-10-06,2024-09-30T05:32:56.44+00:00,False,2024-09-30T07:01:55.693+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135360.0,True,2024-09-30,stats,False,False
2024,1020,LS020,Magda Linette,Jasmine Paolini,315130,319280,R32,6-4 6-0,completed,present,2024-09-25,2024-10-06,2024-09-30T06:24:37.347+00:00,False,2024-09-30T08:06:48.373+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135361.0,True,2024-09-30,stats,False,False
2024,1020,LS021,Mirra Andreeva,Donna Vekic,331809,318516,R32,3-6 6-4 6-4,completed,present,2024-09-25,2024-10-06,2024-09-30T08:08:57.84+00:00,False,2024-09-30T10:57:56.337+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135362.0,True,2024-09-30,stats,False,False
2024,1020,LS022,Amanda Anisimova,Daria Kasatkina,326384,322082,R32,7-6(1) 6-4,completed,present,2024-09-25,2024-10-06,2024-09-30T09:46:26.36+00:00,False,2024-09-30T11:42:15.913+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135363.0,True,2024-09-30,stats,False,False
2024,1020,LS023,Qinwen Zheng,Nadia Podoroska,328120,319112,R32,6-3 6-2,completed,present,2024-09-25,2024-10-06,2024-09-30T10:47:19.57+00:00,False,2024-09-30T12:28:48.08+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135364.0,True,2024-09-30,stats,False,False
2024,1020,LS024,Yuliia Starodubtseva,Elina Avanesyan,325338,327620,R32,6-3 6-1,completed,present,2024-09-25,2024-10-06,2024-09-29T04:53:32.937+00:00,False,2024-09-29T06:41:49.69+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135353.0,True,2024-09-29,stats,False,False
2024,1020,LS026,Naomi Osaka,Katie Volynets,319998,327391,R32,6-3 6-2,completed,present,2024-09-25,2024-10-06,2024-09-30T03:59:27.96+00:00,False,2024-09-30T05:28:40.387+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135357.0,True,2024-09-30,stats,False,False
2024,1020,LS027,Coco Gauff,Katie Boulter,328560,319125,R32,7-5 6-2,completed,present,2024-09-25,2024-10-06,2024-09-29T12:19:59.317+00:00,False,2024-09-29T14:02:33.207+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135355.0,True,2024-09-29,stats,False,False
2024,1020,LS028,Shuai Zhang,Greet Minnen,311779,321454,R32,6-2 6-3,completed,present,2024-09-25,2024-10-06,2024-09-29T07:49:31.85+00:00,False,2024-09-29T09:26:10.28+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135354.0,True,2024-09-29,stats,False,False
2024,1020,LS029,Magdalena Frech,Diana Shnaider,320277,330482,R32,0-6 6-3 6-4,completed,present,2024-09-25,2024-10-06,2024-09-29T02:48:47.277+00:00,False,2024-09-29T04:51:19.83+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135351.0,True,2024-09-29,stats,False,False
2024,1020,LS030,Paula Badosa,Rebecca Sramkova,320124,320228,R32,7-5 7-5,completed,present,2024-09-25,2024-10-06,2024-09-29T02:47:21.673+00:00,False,2024-09-29T04:57:40.883+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135350.0,True,2024-09-29,stats,False,False
2024,1020,LS031,Jessica Pegula,Veronika Kudermetova,316956,319526,R32,6-7(9) 6-1 6-2,completed,present,2024-09-25,2024-10-06,2024-09-29T04:47:52.017+00:00,False,2024-09-29T07:48:41.25+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135352.0,True,2024-09-29,stats,False,False
2024,1020,LS032,Aryna Sabalenka,Mananchaya Sawangkaew,320760,326929,R64,6-4 6-1,completed,present,2024-09-25,2024-10-06,2024-09-28T05:21:36.417+00:00,False,2024-09-28T06:54:51.23+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135340.0,True,2024-09-28,stats,False,False
2024,1020,LS033,Ashlyn Krueger,Lulu Sun,329409,324576,R64,6-1 7-6(4),completed,present,2024-09-25,2024-10-06,2024-09-28T07:53:12.947+00:00,False,2024-09-28T09:26:27.887+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135344.0,True,2024-09-28,stats,False,False
2024,1020,LS034,Madison Keys,Sara Sorribes Tormo,316959,318872,R64,6-2 6-1,completed,present,2024-09-25,2024-10-06,2024-09-28T08:13:31.25+00:00,False,2024-09-28T09:52:56.83+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135345.0,True,2024-09-28,stats,False,False
2024,1020,LS035,Beatriz Haddad Maia,Sijia Wei,318176,328426,R64,7-5 6-4,completed,present,2024-09-25,2024-10-06,2024-09-28T05:37:24.83+00:00,False,2024-09-28T07:51:13.56+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135341.0,True,2024-09-28,stats,False,False
2024,1020,LS036,Cristina Bucsa,Liudmila Samsonova,321158,322222,R64,6-1 4-6 6-4,completed,present,2024-09-25,2024-10-06,2024-09-28T02:46:24.81+00:00,False,2024-09-28T05:33:44.23+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135336.0,True,2024-09-28,stats,False,False
2024,1020,LS037,Elise Mertens,Elisabetta Cocciaretto,317964,327909,R64,6-4 6-7(6) 6-3,completed,present,2024-09-25,2024-10-06,2024-09-28T02:47:51.39+00:00,False,2024-09-28T05:50:32.67+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135337.0,True,2024-09-28,stats,False,False
2024,1020,LS038,Karolina Muchova,Yue Yuan,322191,324325,R64,6-3 6-1,completed,present,2024-09-25,2024-10-06,2024-09-28T06:36:28.497+00:00,False,2024-09-28T08:12:25.237+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135343.0,True,2024-09-28,stats,False,False
2024,1020,LS039,Jaqueline Cristian,Barbora Krejcikova,320319,318314,R64,1-6 6-4 7-5,completed,present,2024-09-25,2024-10-06,2024-09-28T05:52:28.237+00:00,False,2024-09-28T09:00:30.47+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135342.0,True,2024-09-28,stats,False,False
2024,1020,LS040,Jasmine Paolini,Clara Tauson,319280,327793,R64,1-6 7-5 6-4,completed,present,2024-09-25,2024-10-06,2024-09-28T02:43:45.607+00:00,False,2024-09-28T05:17:19.56+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135335.0,True,2024-09-28,stats,False,False
2024,1020,LS041,Magda Linette,Moyuka Uchijima,315130,327241,R64,6-4 4-6 6-3,completed,present,2024-09-25,2024-10-06,2024-09-28T02:56:50.963+00:00,False,2024-09-28T05:47:24.267+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135338.0,True,2024-09-28,stats,False,False
2024,1020,LS042,Mirra Andreeva,Irina-Camelia Begu,331809,313169,R64,6-7(5) 6-1 6-1,completed,present,2024-09-25,2024-10-06,2024-09-28T09:29:08.57+00:00,False,2024-09-28T15:21:27.833+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135347.0,True,2024-09-28,stats,False,False
2024,1020,LS043,Donna Vekic,Viktorija Golubic,318516,316296,R64,4-6 7-6(3) 6-4,completed,present,2024-09-25,2024-10-06,2024-09-28T09:56:59.193+00:00,False,2024-09-28T15:50:59.767+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135348.0,True,2024-09-28,stats,False,False
2024,1020,LS044,Daria Kasatkina,Jana Fett,322082,320945,R64,6-1 6-2,completed,present,2024-09-25,2024-10-06,2024-09-28T02:41:53.267+00:00,False,2024-09-28T04:22:33.523+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135334.0,True,2024-09-28,stats,False,False
2024,1020,LS045,Amanda Anisimova,Camila Osorio,326384,325898,R64,1-6 6-3 6-4,completed,present,2024-09-25,2024-10-06,2024-09-28T04:24:43.11+00:00,False,2024-09-28T06:34:04.877+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135339.0,True,2024-09-28,stats,False,False
2024,1020,LS046,Nadia Podoroska,Dayana Yastremska,319112,324261,R64,7-5 6-7(4) 6-2,completed,present,2024-09-25,2024-10-06,2024-09-28T09:02:25.633+00:00,False,2024-09-28T14:36:02.327+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135346.0,True,2024-09-28,stats,False,False
2024,1020,LS047,Qinwen Zheng,Kamilla Rakhimova,328120,325936,R64,6-1 6-1,completed,present,2024-09-25,2024-10-06,2024-09-28T10:48:59.187+00:00,False,2024-09-28T12:33:24.51+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135349.0,True,2024-09-28,stats,False,False
2024,1020,LS048,Elina Avanesyan,Caroline Dolehide,327620,322052,R64,6-3 5-7 6-2,completed,present,2024-09-25,2024-10-06,2024-09-27T07:33:14.453+00:00,False,2024-09-27T09:50:17.983+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135326.0,True,2024-09-27,stats,False,False
2024,1020,LS049,Yuliia Starodubtseva,Katerina Siniakova,325338,320301,R64,6-2 6-2,completed,present,2024-09-25,2024-10-06,2024-09-27T02:44:50.173+00:00,False,2024-09-27T04:47:28.483+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135318.0,True,2024-09-27,stats,False,False
2024,1020,LS050,Peyton Stearns,Leylah Fernandez,327573,326735,R64,7-5 6-2,completed,present,2024-09-25,2024-10-06,2024-09-27T08:38:35.337+00:00,False,2024-09-27T10:36:16.27+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135327.0,True,2024-09-27,stats,False,False
2024,1020,LS051,Anna Kalinskaya,Hailey Baptiste,323942,327101,R64,3-6 7-6(2) 7-6(5),completed,present,2024-09-25,2024-10-06,2024-09-27T06:13:44.667+00:00,False,2024-09-27T09:23:56.423+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135324.0,True,2024-09-27,stats,False,False
2024,1020,LS052,Katie Volynets,Marta Kostyuk,327391,326482,R64,7-5 6-3,completed,present,2024-09-25,2024-10-06,2024-09-27T08:46:00.433+00:00,False,2024-09-27T10:48:31.217+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135329.0,True,2024-09-27,stats,False,False
2024,1020,LS053,Naomi Osaka,Yulia Putintseva,319998,317683,R64,3-6 6-4 6-2,completed,present,2024-09-25,2024-10-06,2024-09-27T08:51:58.927+00:00,False,2024-09-27T10:55:45.967+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135330.0,True,2024-09-27,stats,False,False
2024,1020,LS054,Katie Boulter,Taylor Townsend,319125,318609,R64,6-4 6-4,completed,present,2024-09-25,2024-10-06,2024-09-27T05:43:25.34+00:00,False,2024-09-27T07:30:50.13+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135322.0,True,2024-09-27,stats,False,False
2024,1020,LS055,Coco Gauff,Clara Burel,328560,325320,R64,7-5 6-3,completed,present,2024-09-25,2024-10-06,2024-09-27T13:14:29.39+00:00,False,2024-09-27T15:09:08.907+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135333.0,True,2024-09-27,stats,False,False
2024,1020,LS056,Shuai Zhang,Emma Navarro,311779,325410,R64,6-4 6-2,completed,present,2024-09-25,2024-10-06,2024-09-27T02:48:01.157+00:00,False,2024-09-27T04:25:38.65+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135319.0,True,2024-09-27,stats,False,False
2024,1020,LS057,Greet Minnen,Anastasia Potapova,321454,325601,R64,7-5 2-6 6-4,completed,present,2024-09-25,2024-10-06,2024-09-27T02:53:16.78+00:00,False,2024-09-27T05:39:51.787+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135320.0,True,2024-09-27,stats,False,False
2024,1020,LS058,Magdalena Frech,Alycia Parks,320277,326007,R64,6-4 5-7 6-4,completed,present,2024-09-25,2024-10-06,2024-09-27T10:50:45.327+00:00,False,2024-09-27T13:55:41.78+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135332.0,True,2024-09-27,stats,False,False
2024,1020,LS059,Diana Shnaider,Sofia Kenin,330482,320942,R64,6-2 6-3,completed,present,2024-09-25,2024-10-06,2024-09-27T04:49:26.583+00:00,False,2024-09-27T06:10:07.237+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135321.0,True,2024-09-27,stats,False,False
2024,1020,LS060,Paula Badosa,Viktoriya Tomova,320124,317584,R64,6-3 6-2,completed,present,2024-09-25,2024-10-06,2024-09-27T07:07:54.757+00:00,False,2024-09-27T08:43:04.143+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135325.0,True,2024-09-27,stats,False,False
2024,1020,LS061,Rebecca Sramkova,Ekaterina Alexandrova,320228,319007,R64,5-7 6-4 6-3,completed,present,2024-09-25,2024-10-06,2024-09-27T09:57:25.537+00:00,False,2024-09-27T12:25:57.917+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135331.0,True,2024-09-27,stats,False,False
2024,1020,LS062,Veronika Kudermetova,Xinyu Wang,319526,326376,R64,3-4 6-4 7-5,incomplete-or-invalid-score,present,2024-09-25,2024-10-06,2024-09-27T05:44:51.703+00:00,False,2025-01-28T16:22:28.617+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135323.0,True,2024-09-27,stats,False,False
2024,1020,LS063,Jessica Pegula,Diane Parry,316956,327077,R64,6-1 7-6(4),completed,present,2024-09-25,2024-10-06,2024-09-27T08:43:42.53+00:00,False,2024-09-27T10:33:31.413+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135328.0,True,2024-09-27,stats,False,False
2024,1020,LS065,Mananchaya Sawangkaew,Zarina Diyas,326929,315696,R128,6-2 6-3,completed,present,2024-09-25,2024-10-06,2024-09-26T09:27:39.043+00:00,False,2024-09-26T10:42:15.697+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135315.0,True,2024-09-26,stats,False,False
2024,1020,LS066,Ashlyn Krueger,Yafan Wang,329409,317510,R128,3-6 6-4 6-2,completed,present,2024-09-25,2024-10-06,2024-09-26T10:56:25.823+00:00,False,2024-09-26T13:13:03.987+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135317.0,True,2024-09-26,stats,False,False
2024,1020,LS069,Sara Sorribes Tormo,Xinyu Gao,318872,322925,R128,6-7(4) 7-5 7-5,completed,present,2024-09-25,2024-10-06,2024-09-26T04:35:27.483+00:00,False,2024-09-26T09:03:37.39+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135308.0,True,2024-09-26,stats,False,False
2024,1020,LS070,Sijia Wei,Elena-Gabriela Ruse,328426,320408,R128,6-4 7-6(6),completed,present,2024-09-25,2024-10-06,2024-09-26T08:07:51.633+00:00,False,2024-09-26T10:18:10.967+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135313.0,True,2024-09-26,stats,False,False
2024,1020,LS073,Cristina Bucsa,Xinxin Yao,321158,331361,R128,6-3 6-2,completed,present,2024-09-25,2024-10-06,2024-09-26T02:50:38.93+00:00,False,2024-09-26T04:40:23.943+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135305.0,True,2024-09-26,stats,False,False
2024,1020,LS074,Elisabetta Cocciaretto,Arina Rodionova,327909,312413,R128,4-6 6-4 6-3,completed,present,2024-09-25,2024-10-06,2024-09-26T04:41:40.327+00:00,False,2024-09-26T07:13:11.313+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135309.0,True,2024-09-26,stats,False,False
2024,1020,LS077,Karolina Muchova,Anna Blinkova,322191,324267,R128,6-1 6-1,completed,present,2024-09-25,2024-10-06,2024-09-26T10:25:46.037+00:00,False,2024-09-26T11:40:11.257+00:00,False,data/raw/wta/stats/_httpcache/2024/ac4d1802c1c8566a7f490b65992fc4697c0897396d6208a1f4be34f528133482.json,32f1fb3788b473d36ab6f90284e8ce98059a52bdcc29caa409bc6bd90bb19254,1,135316.0,True,2024-09-26,stats,False,False
