year,event,match,winner,loser,winnerId,loserId,round,score,outcome,status,start,end,timestamp,estimatedStartTime,sourceLastUpdated,historicalPublicationTimeKnown,sourceFile,sourceSHA256,duplicateRecords,observedIndex,observedHasStats,observedDate,observedSource,cachedPositiveDenominators,cachedValidStats
2025,1003,LS015,Iga Swiatek,Linda Noskova,326408,329668,R16,6-7(1) 6-4 6-4,completed,present,2025-02-09,2025-02-15,2025-02-12T13:47:30.71+00:00,False,2025-02-12T16:35:14.31+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136858.0,True,2025-02-12,stats,False,False
2025,1003,LS016,Ekaterina Alexandrova,Aryna Sabalenka,319007,320760,R32,3-6 6-3 7-6(5),completed,present,2025-02-09,2025-02-15,2025-02-11T15:44:39.037+00:00,False,2025-02-11T18:35:14.13+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136843.0,True,2025-02-11,stats,False,False
2025,1003,LS017,Elise Mertens,Cristina Bucsa,317964,321158,R32,6-2 6-3,completed,present,2025-02-09,2025-02-15,2025-02-11T10:47:28.21+00:00,False,2025-02-11T12:42:23.363+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136835.0,True,2025-02-11,stats,False,False
2025,1003,LS018,Daria Kasatkina,Elina Avanesyan,322082,327620,R32,6-2 6-3,completed,present,2025-02-09,2025-02-15,2025-02-11T16:04:42.373+00:00,False,2025-02-11T17:46:32.36+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136845.0,True,2025-02-11,stats,False,False
2025,1003,LS019,Jessica Pegula,Elina Svitolina,316956,316738,R32,6-3 7-6(3),completed,present,2025-02-09,2025-02-15,2025-02-11T13:51:48.63+00:00,False,2025-02-11T16:01:55.307+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136841.0,True,2025-02-11,stats,False,False
2025,1003,LS020,Marta Kostyuk,Coco Gauff,326482,328560,R32,6-2 7-5,completed,present,2025-02-09,2025-02-15,2025-02-11T12:17:44.1+00:00,False,2025-02-11T13:51:21.227+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136838.0,True,2025-02-11,stats,False,False
2025,1003,LS021,Magda Linette,Magdalena Frech,315130,320277,R32,7-5 5-7 6-4,completed,present,2025-02-09,2025-02-15,2025-02-11T15:59:50.133+00:00,False,2025-02-11T19:05:39.413+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136844.0,True,2025-02-11,stats,False,False
2025,1003,LS022,Amanda Anisimova,Paula Badosa,326384,320124,R32,6-4 6-3,completed,present,2025-02-09,2025-02-15,2025-02-11T18:40:00.727+00:00,False,2025-02-11T20:23:08.633+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136846.0,True,2025-02-11,stats,False,False
2025,1003,LS023,Leylah Fernandez,Emma Navarro,326735,325410,R32,6-2 6-2,completed,present,2025-02-09,2025-02-15,2025-02-10T13:34:25.65+00:00,False,2025-02-10T14:56:01.413+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136826.0,True,2025-02-10,stats,False,False
2025,1003,LS024,Ons Jabeur,Qinwen Zheng,316847,328120,R32,6-4 6-2,completed,present,2025-02-09,2025-02-15,2025-02-11T13:55:35.34+00:00,False,2025-02-11T15:40:24.273+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136842.0,True,2025-02-11,stats,False,False
2025,1003,LS025,Sofia Kenin,Alycia Parks,320942,326007,R32,7-6(3) 3-6 6-2,completed,present,2025-02-09,2025-02-15,2025-02-11T10:46:45.32+00:00,False,2025-02-11T13:22:49.24+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136834.0,True,2025-02-11,stats,False,False
2025,1003,LS026,Jelena Ostapenko,Liudmila Samsonova,319939,322222,R32,7-6(5) 7-5,completed,present,2025-02-09,2025-02-15,2025-02-11T12:13:31.027+00:00,False,2025-02-11T14:22:21.61+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136837.0,True,2025-02-11,stats,False,False
2025,1003,LS027,Jasmine Paolini,Caroline Garcia,319280,315391,R32,6-3 6-4,completed,present,2025-02-09,2025-02-15,2025-02-11T10:43:36.757+00:00,False,2025-02-11T12:20:48.273+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136833.0,True,2025-02-11,stats,False,False
2025,1003,LS028,Elena Rybakina,Peyton Stearns,324166,327573,R32,6-2 6-4,completed,present,2025-02-09,2025-02-15,2025-02-11T12:22:50.71+00:00,False,2025-02-11T13:49:45.313+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136839.0,True,2025-02-11,stats,False,False
2025,1003,LS029,Rebecca Sramkova,Mirra Andreeva,320228,331809,R32,3-6 6-3 7-5,completed,present,2025-02-09,2025-02-15,2025-02-11T13:26:01.047+00:00,False,2025-02-11T15:56:28.547+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136840.0,True,2025-02-11,stats,False,False
2025,1003,LS030,Linda Noskova,Yulia Putintseva,329668,317683,R32,6-2 6-3,completed,present,2025-02-09,2025-02-15,2025-02-11T10:51:27.243+00:00,False,2025-02-11T12:11:04.41+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136836.0,True,2025-02-11,stats,False,False
2025,1003,LS031,Iga Swiatek,Maria Sakkari,326408,318312,R32,6-3 6-2,completed,present,2025-02-09,2025-02-15,2025-02-10T13:22:32.87+00:00,False,2025-02-10T15:03:19.713+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136825.0,True,2025-02-10,stats,False,False
2025,1003,LS033,Ekaterina Alexandrova,Emma Raducanu,319007,328366,R64,6-3 7-5,completed,present,2025-02-09,2025-02-15,2025-02-09T17:36:19.217+00:00,False,2025-02-09T19:34:52.543+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136805.0,True,2025-02-09,stats,False,False
2025,1003,LS035,Cristina Bucsa,Anna Kalinskaya,321158,323942,R64,6-7(3) 7-5 6-4,completed,present,2025-02-09,2025-02-15,2025-02-09T10:48:53.983+00:00,False,2025-02-09T13:58:55.193+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136796.0,True,2025-02-09,stats,False,False
2025,1003,LS036,Daria Kasatkina,Polina Kudermetova,322082,328897,R64,6-0 6-0,completed,present,2025-02-09,2025-02-15,2025-02-10T12:19:07.39+00:00,False,2025-02-10T13:20:13.873+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136818.0,True,2025-02-10,stats,False,False
2025,1003,LS037,Elina Avanesyan,Xinyu Wang,327620,326376,R64,7-6(3) 1-6 7-6(5),completed,present,2025-02-09,2025-02-15,2025-02-09T15:47:55.353+00:00,False,2025-02-09T18:50:02.1+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136803.0,True,2025-02-09,stats,False,False
2025,1003,LS038,Elina Svitolina,Marketa Vondrousova,316738,323027,R64,0-6 6-2 7-5,completed,present,2025-02-09,2025-02-15,2025-02-10T15:00:08.213+00:00,False,2025-02-10T17:05:00.967+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136822.0,True,2025-02-10,stats,False,False
2025,1003,LS041,Marta Kostyuk,Zeynep Sonmez,326482,326907,R64,6-3 6-3,completed,present,2025-02-09,2025-02-15,2025-02-09T13:48:57.283+00:00,False,2025-02-09T15:46:06.113+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136800.0,True,2025-02-09,stats,False,False
2025,1003,LS042,Magda Linette,Veronika Kudermetova,315130,319526,R64,3-6 6-0 6-4,completed,present,2025-02-09,2025-02-15,2025-02-10T12:21:42.387+00:00,False,2025-02-10T14:50:56.577+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136819.0,True,2025-02-10,stats,False,False
2025,1003,LS043,Magdalena Frech,Beatriz Haddad Maia,320277,318176,R64,6-4 3-6 6-2,completed,present,2025-02-09,2025-02-15,2025-02-09T16:27:30.3+00:00,False,2025-02-09T19:19:07.463+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136804.0,True,2025-02-09,stats,False,False
2025,1003,LS044,Paula Badosa,Renata Zarazua,320124,320716,R64,6-3 4-6 6-2,completed,present,2025-02-09,2025-02-15,2025-02-10T16:21:59.95+00:00,False,2025-02-10T18:26:52.887+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136824.0,True,2025-02-10,stats,False,False
2025,1003,LS045,Amanda Anisimova,Victoria Azarenka,326384,312001,R64,6-3 7-5,completed,present,2025-02-09,2025-02-15,2025-02-09T19:39:32.3+00:00,False,2025-02-09T21:27:57.517+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136806.0,True,2025-02-09,stats,False,False
2025,1003,LS046,Leylah Fernandez,Greet Minnen,326735,321454,R64,6-1 6-2,completed,present,2025-02-09,2025-02-15,2025-02-09T13:08:46.687+00:00,False,2025-02-09T14:39:44.323+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136799.0,True,2025-02-09,stats,False,False
2025,1003,LS049,Ons Jabeur,McCartney Kessler,316847,326678,R64,6-2 6-0,completed,present,2025-02-09,2025-02-15,2025-02-10T15:07:42.727+00:00,False,2025-02-10T16:18:37.71+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136823.0,True,2025-02-10,stats,False,False
2025,1003,LS050,Sofia Kenin,Ashlyn Krueger,320942,329409,R64,6-4 6-4,completed,present,2025-02-09,2025-02-15,2025-02-10T10:44:19.453+00:00,False,2025-02-10T12:19:59.94+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136814.0,True,2025-02-10,stats,False,False
2025,1003,LS051,Alycia Parks,Diana Shnaider,326007,330482,R64,6-4 7-6(2),completed,present,2025-02-09,2025-02-15,2025-02-09T10:53:10.683+00:00,False,2025-02-09T12:41:27.91+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136798.0,True,2025-02-09,stats,False,False
2025,1003,LS052,Liudmila Samsonova,Lulu Sun,322222,324576,R64,6-3 6-3,completed,present,2025-02-09,2025-02-15,2025-02-09T14:42:28.403+00:00,False,2025-02-09T16:23:38.507+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136801.0,True,2025-02-09,stats,False,False
2025,1003,LS053,Jelena Ostapenko,Aoi Ito,319939,329009,R64,6-2 6-1,completed,present,2025-02-09,2025-02-15,2025-02-10T12:24:50.04+00:00,False,2025-02-10T13:31:51.567+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136820.0,True,2025-02-10,stats,False,False
2025,1003,LS054,Caroline Garcia,Yue Yuan,315391,324325,R64,6-1 7-6(5),completed,present,2025-02-09,2025-02-15,2025-02-09T10:49:36.12+00:00,False,2025-02-09T13:04:05.39+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136797.0,True,2025-02-09,stats,False,False
2025,1003,LS057,Peyton Stearns,Dayana Yastremska,327573,324261,R64,7-5 6-3,completed,present,2025-02-09,2025-02-15,2025-02-10T14:55:19.347+00:00,False,2025-02-10T16:38:51.267+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136821.0,True,2025-02-10,stats,False,False
2025,1003,LS058,Rebecca Sramkova,Anhelina Kalinina,320228,320567,R64,6-2 6-3,completed,present,2025-02-09,2025-02-15,2025-02-10T10:45:02.207+00:00,False,2025-02-10T12:14:14.203+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136816.0,True,2025-02-10,stats,False,False
2025,1003,LS059,Mirra Andreeva,Katie Volynets,331809,327391,R64,4-6 7-6(4) 6-4,completed,present,2025-02-09,2025-02-15,2025-02-09T14:45:35.81+00:00,False,2025-02-09T17:33:13.52+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136802.0,True,2025-02-09,stats,False,False
2025,1003,LS060,Linda Noskova,Donna Vekic,329668,318516,R64,6-2 6-4,completed,present,2025-02-09,2025-02-15,2025-02-10T10:44:53.5+00:00,False,2025-02-10T12:21:50.347+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136815.0,True,2025-02-10,stats,False,False
2025,1003,LS061,Yulia Putintseva,Moyuka Uchijima,317683,327241,R64,6-2 6-7(5) 6-3,completed,present,2025-02-09,2025-02-15,2025-02-10T10:46:31.27+00:00,False,2025-02-10T13:38:23.923+00:00,False,data/raw/wta/stats/_httpcache/2025/15fefb379361cd49a8b4b13d1b9db3a137aac484797b7793a3cced563b65f9e3.json,659ef551b177088ebf20e1cd80636b871c4f8d884522a6ca02074acabc49075c,1,136817.0,True,2025-02-10,stats,False,False
2025,1005,LS001,Maya Joint,Jaqueline Cristian,330544,320319,F,6-3 6-2,completed,present,2025-05-19,2025-05-24,2025-05-24T11:49:48.513+00:00,False,2025-05-24T13:30:32.55+00:00,False,data/raw/wta/stats/_httpcache/2025/f459b44b1ff4187db7dc21ea99b9a8d5db94765487aefe3a5917ba2f03fc77a6.json,d9877c9d17caf46f464c0452acae59ac9015f45330ed321b4ee161f06d705421,0,138188.0,True,2025-05-24,stats,False,False
2025,1005,LS003,Jaqueline Cristian,Camila Osorio,320319,325898,SF,6-7(6) 6-4 6-4,completed,present,2025-05-19,2025-05-24,2025-05-23T13:03:08.467+00:00,False,2025-05-23T16:28:38.03+00:00,False,data/raw/wta/stats/_httpcache/2025/f459b44b1ff4187db7dc21ea99b9a8d5db94765487aefe3a5917ba2f03fc77a6.json,d9877c9d17caf46f464c0452acae59ac9015f45330ed321b4ee161f06d705421,0,138184.0,True,2025-05-23,stats,False,False
2025,1005,LS004,Ajla Tomljanovic,Jessica Bouzas Maneiro,315232,328139,QF,6-1 6-3,completed,present,2025-05-19,2025-05-24,2025-05-22T09:59:40.1+00:00,False,2025-05-22T11:13:38.44+00:00,False,data/raw/wta/stats/_httpcache/2025/f459b44b1ff4187db7dc21ea99b9a8d5db94765487aefe3a5917ba2f03fc77a6.json,d9877c9d17caf46f464c0452acae59ac9015f45330ed321b4ee161f06d705421,0,138176.0,True,2025-05-22,stats,False,False
2025,1005,LS005,Maya Joint,Ann Li,330544,326096,QF,6-2 6-1,completed,present,2025-05-19,2025-05-24,2025-05-22T11:15:35.167+00:00,False,2025-05-22T12:34:26.34+00:00,False,data/raw/wta/stats/_httpcache/2025/f459b44b1ff4187db7dc21ea99b9a8d5db94765487aefe3a5917ba2f03fc77a6.json,d9877c9d17caf46f464c0452acae59ac9015f45330ed321b4ee161f06d705421,0,138177.0,True,2025-05-22,stats,False,False
2025,1005,LS006,Jaqueline Cristian,Anastasija Sevastova,320319,313987,QF,6-3 6-4,completed,present,2025-05-19,2025-05-24,2025-05-22T14:23:59.177+00:00,False,2025-05-22T16:09:01.19+00:00,False,data/raw/wta/stats/_httpcache/2025/f459b44b1ff4187db7dc21ea99b9a8d5db94765487aefe3a5917ba2f03fc77a6.json,d9877c9d17caf46f464c0452acae59ac9015f45330ed321b4ee161f06d705421,0,138179.0,True,2025-05-22,stats,False,False
