event_ticker,tour,season,occurrence_utc,match_date,event,round,surface,tier,best_of,player_a,player_b,rank_a,rank_b,rank_src,ticker_a,ticker_b,mid_a,mid_b,p_kalshi,p_kalshi_t30,spread_max,price_ts,price_kind,volume_total,oi_total,liquidity,p_model,pred_source,model_version,model_as_of,match_status,result_type,winner,a_won,result_date,kalshi_result_a
KXWTAMATCH-26MAY02ANDKOS,wta,2026,2026-05-02T18:00:00Z,2026-05-02,Madrid,F,Clay,masters,3,Marta Kostyuk,Mirra Andreeva,23,8,results,KXWTAMATCH-26MAY02ANDKOS-KOS,KXWTAMATCH-26MAY02ANDKOS-AND,0.4050,0.5950,0.4050,0.4050,0.0100,2026-05-02T07:54:00Z,candle,3996884.71,2174621.26,0.00,0.4197,backtest,0.1.0,2026-07-07,matched,completed,Marta Kostyuk,1,2026-05-02,yes
KXWTAMATCH-26MAY04ARABAS,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Emiliana Arango,Noemi Basiletti,91,307,live,KXWTAMATCH-26MAY04ARABAS-ARA,KXWTAMATCH-26MAY04ARABAS-BAS,0.8050,0.1950,0.8050,0.8050,0.0100,2026-05-04T10:55:00Z,candle,672169.26,451248.51,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04BIRYUA,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Kimberly Birrell,Yue Yuan,63,119,live,KXWTAMATCH-26MAY04BIRYUA-BIR,KXWTAMATCH-26MAY04BIRYUA-YUA,0.4350,0.5750,0.4307,0.4279,0.0100,2026-05-04T10:51:00Z,candle,307692.61,244172.48,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04BLISHE,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Anna Blinkova,Maiar Sherif Ahmed Abdelaziz,102,,live,KXWTAMATCH-26MAY04BLISHE-BLI,KXWTAMATCH-26MAY04BLISHE-SHE,0.4350,0.5650,0.4350,0.4350,0.0100,2026-05-04T10:55:00Z,candle,556779.33,399346.61,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04DESNI,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Daria Snigur,Samira de Stefano,54,298,live,KXWTAMATCH-26MAY04DESNI-SNI,KXWTAMATCH-26MAY04DESNI-DE,0.9700,0.0250,0.9749,0.9550,0.0300,2026-05-04T10:55:00Z,candle,75784.54,46140.06,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04JEAPAR,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Diane Parry,Leolia Jeanjean,60,110,live,KXWTAMATCH-26MAY04JEAPAR-PAR,KXWTAMATCH-26MAY04JEAPAR-JEA,0.0050,0.9950,0.0050,0.0050,0.0100,2026-05-04T09:54:00Z,candle,270239.85,176661.41,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04JIMSUN,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Lulu Sun,Victoria Jimenez Kasintseva,113,118,live,KXWTAMATCH-26MAY04JIMSUN-SUN,KXWTAMATCH-26MAY04JIMSUN-JIM,0.5350,0.4550,0.5404,0.5404,0.0100,2026-05-04T10:55:00Z,candle,371044.71,257183.49,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04KORSEI,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Alina Korneeva,Ella Seidel,86,100,live,KXWTAMATCH-26MAY04KORSEI-KOR,KXWTAMATCH-26MAY04KORSEI-SEI,0.5100,0.4900,0.5100,0.5198,0.0200,2026-05-04T10:55:00Z,candle,554446.67,314158.50,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04KRUBAR,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Ashlyn Krueger,Nikola Bartunkova,64,44,live,KXWTAMATCH-26MAY04KRUBAR-KRU,KXWTAMATCH-26MAY04KRUBAR-BAR,0.0050,0.9950,0.0050,0.0050,0.0100,2026-05-04T09:34:00Z,candle,109274.13,87499.06,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04MASUCH,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Moyuka Uchijima,Rebeka Masarova,108,163,live,KXWTAMATCH-26MAY04MASUCH-UCH,KXWTAMATCH-26MAY04MASUCH-MAS,0.4900,0.5100,0.4900,0.4900,0.0200,2026-05-04T10:50:00Z,candle,685164.22,482853.69,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04OSOKAL,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Anhelina Kalinina,Camila Osorio,56,52,live,KXWTAMATCH-26MAY04OSOKAL-KAL,KXWTAMATCH-26MAY04OSOKAL-OSO,0.5200,0.4750,0.5226,0.5174,0.0200,2026-05-04T10:55:00Z,candle,460529.42,294244.28,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04PARGAL,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Alycia Parks,Dalma Galfi,70,152,live,KXWTAMATCH-26MAY04PARGAL-PAR,KXWTAMATCH-26MAY04PARGAL-GAL,0.3750,0.6450,0.3676,0.3713,0.0100,2026-05-04T10:54:00Z,candle,362608.57,246356.74,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04PAVERJ,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Anastasia Pavlyuchenkova,Veronika Erjavec,393,104,live,KXWTAMATCH-26MAY04PAVERJ-PAV,KXWTAMATCH-26MAY04PAVERJ-ERJ,0.6400,0.3550,0.6432,0.6432,0.0200,2026-05-04T10:55:00Z,candle,978524.14,649233.11,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04PEDWAL,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Giorgia Pedone,Simona Waltert,334,88,live,KXWTAMATCH-26MAY04PEDWAL-PED,KXWTAMATCH-26MAY04PEDWAL-WAL,0.1150,0.8750,0.1162,0.0650,0.0300,2026-05-04T10:55:00Z,candle,123698.36,78427.03,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04POTBEG,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Anastasia Potapova,Irina-Camelia Begu,27,455,live,KXWTAMATCH-26MAY04POTBEG-POT,KXWTAMATCH-26MAY04POTBEG-BEG,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-04T09:44:00Z,candle,268584.32,207051.14,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04RICKOR,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Beatrice Ricci,Tamara Korpatsch,640,77,live,KXWTAMATCH-26MAY04RICKOR-RIC,KXWTAMATCH-26MAY04RICKOR-KOR,0.0950,0.9000,0.0955,0.1050,0.0200,2026-05-04T10:55:00Z,candle,748581.47,404051.32,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04RUSDOD,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Elena-Gabriela Ruse,Oceane Dodin,71,380,live,KXWTAMATCH-26MAY04RUSDOD-RUS,KXWTAMATCH-26MAY04RUSDOD-DOD,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-04T10:44:00Z,candle,73259.10,49365.75,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04SALKRA,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Dominika Salkova,Sinja Kraus,125,92,live,KXWTAMATCH-26MAY04SALKRA-SAL,KXWTAMATCH-26MAY04SALKRA-KRA,0.0050,0.9950,0.0050,0.0050,0.0100,2026-05-04T09:24:00Z,candle,90882.65,61992.10,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04SASGRA,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Aliaksandra Sasnovich,Julia Grabher,131,115,live,KXWTAMATCH-26MAY04SASGRA-SAS,KXWTAMATCH-26MAY04SASGRA-GRA,0.5150,0.4850,0.5150,0.8905,0.0100,2026-05-04T10:55:00Z,candle,478869.53,255699.05,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04SEMVOL,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Darja Semenistaja,Katie Volynets,107,90,live,KXWTAMATCH-26MAY04SEMVOL-SEM,KXWTAMATCH-26MAY04SEMVOL-VOL,0.3950,0.6050,0.3950,0.3950,0.0100,2026-05-04T10:39:00Z,candle,230576.43,175763.69,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04TAGLAM,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Lilli Tagger,Suzan Lamens,73,143,live,KXWTAMATCH-26MAY04TAGLAM-TAG,KXWTAMATCH-26MAY04TAGLAM-LAM,0.7700,0.2250,0.7739,0.7638,0.0200,2026-05-04T10:51:00Z,candle,220512.29,153865.03,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04TOMLOM,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Ajla Tomljanovic,Marta Lombardini,89,685,live,KXWTAMATCH-26MAY04TOMLOM-TOM,KXWTAMATCH-26MAY04TOMLOM-LOM,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-04T09:54:00Z,candle,83747.52,55215.10,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY04TOWSRA,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Rebecca Sramkova,Taylor Townsend,133,78,live,KXWTAMATCH-26MAY04TOWSRA-SRA,KXWTAMATCH-26MAY04TOWSRA-TOW,0.4550,0.5450,0.4550,0.4550,0.0100,2026-05-04T10:45:00Z,candle,3969955.52,1718955.06,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04VANTEI,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Hanne Vandewinkel,Jil Teichmann,96,160,live,KXWTAMATCH-26MAY04VANTEI-VAN,KXWTAMATCH-26MAY04VANTEI-TEI,0.6150,0.3750,0.6212,0.6231,0.0100,2026-05-04T10:51:00Z,candle,294719.77,159933.70,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY04ZARURG,wta,2026,2026-05-04T11:00:00Z,2026-05-04,WTA Rome Qualification Round 1,,,,,Federica Urgesi,Renata Zarazua,278,81,live,KXWTAMATCH-26MAY04ZARURG-URG,KXWTAMATCH-26MAY04ZARURG-ZAR,0.1750,0.8250,0.1750,0.1750,0.0100,2026-05-04T10:32:00Z,candle,1890862.49,916224.05,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05ANNZHA,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Ann Li,Shuai Zhang,29,61,results,KXWTAMATCH-26MAY05ANNZHA-ANN,KXWTAMATCH-26MAY05ANNZHA-ZHA,0.7650,0.2350,0.7650,0.7650,0.0100,2026-05-05T07:46:00Z,candle,2391529.52,1343929.74,0.00,0.7007,backtest,0.1.0,2026-07-07,matched,completed,Ann Li,1,2026-05-05,yes
KXWTAMATCH-26MAY05BASSNI,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Daria Snigur,Noemi Basiletti,54,307,live,KXWTAMATCH-26MAY05BASSNI-SNI,KXWTAMATCH-26MAY05BASSNI-BAS,0.8300,0.1750,0.8259,0.8259,0.0200,2026-05-05T10:55:00Z,candle,1565512.17,759371.92,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY05BONZHE,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Anna Bondar,Qinwen Zheng,58,32,results,KXWTAMATCH-26MAY05BONZHE-BON,KXWTAMATCH-26MAY05BONZHE-ZHE,0.2950,0.7050,0.2950,0.2950,0.0100,2026-05-05T07:53:00Z,candle,1550939.06,670589.30,0.00,0.3065,backtest,0.1.0,2026-07-07,matched,completed,Qinwen Zheng,0,2026-05-05,no
KXWTAMATCH-26MAY05BOULYS,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Eva Lys,Katie Boulter,80,60,results,KXWTAMATCH-26MAY05BOULYS-LYS,KXWTAMATCH-26MAY05BOULYS-BOU,0.4150,0.5850,0.4150,0.4150,0.0100,2026-05-06T07:49:00Z,candle,2066235.85,914726.13,0.00,0.3628,backtest,0.1.0,2026-07-07,matched,completed,Eva Lys,1,2026-05-06,yes
KXWTAMATCH-26MAY05CRIHAD,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome,R128,,,,Beatriz Haddad Maia,Jaqueline Cristian,148,40,live,KXWTAMATCH-26MAY05CRIHAD-HAD,KXWTAMATCH-26MAY05CRIHAD-CRI,0.3200,0.6750,0.3216,0.3250,0.0200,2026-05-05T10:55:00Z,candle,15286.79,12848.63,0.00,,,,,cancelled,cancelled,,,,scalar
KXWTAMATCH-26MAY05EALFRE,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Alexandra Eala,Magdalena Frech,42,45,results,KXWTAMATCH-26MAY05EALFRE-EAL,KXWTAMATCH-26MAY05EALFRE-FRE,0.5250,0.4750,0.5250,0.5250,0.0100,2026-05-06T07:55:00Z,candle,1080621.57,528495.65,0.00,0.5693,backtest,0.1.0,2026-07-07,matched,completed,Alexandra Eala,1,2026-05-06,yes
KXWTAMATCH-26MAY05GALGRA,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Dalma Galfi,Julia Grabher,152,115,live,KXWTAMATCH-26MAY05GALGRA-GAL,KXWTAMATCH-26MAY05GALGRA-GRA,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-05T10:06:00Z,candle,149308.03,107294.70,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05KENAND,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Bianca Andreescu,Sofia Kenin,137,74,results,KXWTAMATCH-26MAY05KENAND-AND,KXWTAMATCH-26MAY05KENAND-KEN,0.5150,0.4750,0.5202,0.5202,0.0100,2026-05-05T07:53:00Z,candle,696684.06,291531.37,0.00,0.4039,backtest,0.1.0,2026-07-07,matched,completed,Bianca Andreescu,1,2026-05-05,yes
KXWTAMATCH-26MAY05KESBRO,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Lucia Bronzetti,Mccartney Kessler,173,50,results,KXWTAMATCH-26MAY05KESBRO-BRO,KXWTAMATCH-26MAY05KESBRO-KES,0.3650,0.6450,0.3614,0.3485,0.0100,2026-05-05T07:55:00Z,candle,1436575.76,706267.25,0.00,0.3154,backtest,0.1.0,2026-07-07,matched,completed,Mccartney Kessler,0,2026-05-05,no
KXWTAMATCH-26MAY05KREJAC,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Barbora Krejcikova,Elsa Jacquemot,53,64,results,KXWTAMATCH-26MAY05KREJAC-KRE,KXWTAMATCH-26MAY05KREJAC-JAC,0.6350,0.3650,0.6350,0.6350,0.0100,2026-05-05T07:55:00Z,candle,197852.74,130408.88,0.00,0.7893,backtest,0.1.0,2026-07-07,matched,completed,Barbora Krejcikova,1,2026-05-05,yes
KXWTAMATCH-26MAY05LINMAR,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Magda Linette,Tatjana Maria,55,54,results,KXWTAMATCH-26MAY05LINMAR-LIN,KXWTAMATCH-26MAY05LINMAR-MAR,0.7550,0.2550,0.7475,0.7475,0.0100,2026-05-06T07:55:00Z,candle,247442.12,153691.07,0.00,0.6580,backtest,0.1.0,2026-07-07,matched,completed,Tatjana Maria,0,2026-05-06,no
KXWTAMATCH-26MAY05MAROLI,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Oleksandra Oliynykova,Petra Marcinko,68,69,results,KXWTAMATCH-26MAY05MAROLI-OLI,KXWTAMATCH-26MAY05MAROLI-MAR,0.4350,0.5750,0.4307,0.4307,0.0100,2026-05-05T07:54:00Z,candle,144528.62,116391.83,0.00,0.4618,backtest,0.1.0,2026-07-07,matched,completed,Oleksandra Oliynykova,1,2026-05-05,yes
KXWTAMATCH-26MAY05MCCKAS,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Caty Mcnally,Daria Kasatkina,63,66,results,KXWTAMATCH-26MAY05MCCKAS-MCC,KXWTAMATCH-26MAY05MCCKAS-KAS,0.4750,0.5250,0.4750,0.4750,0.0100,2026-05-06T07:52:00Z,candle,729059.98,427729.86,0.00,0.5358,backtest,0.1.0,2026-07-07,matched,completed,Caty Mcnally,1,2026-05-06,yes
KXWTAMATCH-26MAY05PIGGRA,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Lisa Pigato,Tyra Caterina Grant,141,234,results,KXWTAMATCH-26MAY05PIGGRA-PIG,KXWTAMATCH-26MAY05PIGGRA-GRA,0.5050,0.4950,0.5050,0.5050,0.0100,2026-05-06T07:55:00Z,candle,275041.05,140314.44,0.00,0.3715,backtest,0.1.0,2026-07-07,matched,completed,Tyra Caterina Grant,0,2026-05-06,no
KXWTAMATCH-26MAY05PLIBOU,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Jessica Bouzas Maneiro,Karolina Pliskova,51,130,results,KXWTAMATCH-26MAY05PLIBOU-BOU,KXWTAMATCH-26MAY05PLIBOU-PLI,0.3750,0.6250,0.3750,0.3750,0.0100,2026-05-06T07:53:00Z,candle,2051078.04,970374.26,0.00,0.3666,backtest,0.1.0,2026-07-07,matched,completed,Karolina Pliskova,0,2026-05-06,no
KXWTAMATCH-26MAY05POTBAR,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Anastasia Potapova,Nikola Bartunkova,27,44,live,KXWTAMATCH-26MAY05POTBAR-POT,KXWTAMATCH-26MAY05POTBAR-BAR,0.9950,0.0050,0.9950,0.9650,0.0100,2026-05-05T10:46:00Z,candle,1014887.86,548053.85,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05PUTVAL,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Tereza Valentova,Yulia Putintseva,48,77,results,KXWTAMATCH-26MAY05PUTVAL-VAL,KXWTAMATCH-26MAY05PUTVAL-PUT,0.5750,0.4350,0.5693,0.5693,0.0100,2026-05-06T07:55:00Z,candle,453079.59,339946.36,0.00,0.4146,backtest,0.1.0,2026-07-07,matched,completed,Tereza Valentova,1,2026-05-06,yes
KXWTAMATCH-26MAY05RUSKRA,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Elena-Gabriela Ruse,Sinja Kraus,71,92,live,KXWTAMATCH-26MAY05RUSKRA-RUS,KXWTAMATCH-26MAY05RUSKRA-KRA,0.0050,0.9950,0.0050,0.0050,0.0100,2026-05-05T10:35:00Z,candle,215853.94,93805.01,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY05RUZRAK,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Antonia Ruzic,Kamilla Rakhimova,59,76,results,KXWTAMATCH-26MAY05RUZRAK-RUZ,KXWTAMATCH-26MAY05RUZRAK-RAK,0.4750,0.5250,0.4750,0.4750,0.0100,2026-05-05T07:54:00Z,candle,1059434.31,608830.92,0.00,0.4968,backtest,0.1.0,2026-07-07,matched,completed,Antonia Ruzic,1,2026-05-05,yes
KXWTAMATCH-26MAY05SIEBEJ,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Laura Siegemund,Sara Bejlek,46,37,results,KXWTAMATCH-26MAY05SIEBEJ-SIE,KXWTAMATCH-26MAY05SIEBEJ-BEJ,0.3650,0.6350,0.3650,0.3650,0.0100,2026-05-06T07:52:00Z,candle,1079511.35,606306.96,0.00,0.5626,backtest,0.1.0,2026-07-07,matched,completed,Laura Siegemund,1,2026-05-06,yes
KXWTAMATCH-26MAY05SINBOI,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Katerina Siniakova,Lois Boisson,39,43,results,KXWTAMATCH-26MAY05SINBOI-SIN,KXWTAMATCH-26MAY05SINBOI-BOI,0.7300,0.2750,0.7264,0.7264,0.0200,2026-05-06T07:55:00Z,candle,202878.97,129414.40,0.00,0.5816,backtest,0.1.0,2026-07-07,matched,completed,Katerina Siniakova,1,2026-05-06,yes
KXWTAMATCH-26MAY05SONRUG,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Jennifer Ruggeri,Zeynep Sonmez,265,65,results,KXWTAMATCH-26MAY05SONRUG-RUG,KXWTAMATCH-26MAY05SONRUG-SON,0.1250,0.8850,0.1238,0.1294,0.0100,2026-05-05T07:52:00Z,candle,1229320.31,666820.41,0.00,0.1633,backtest,0.1.0,2026-07-07,matched,completed,Zeynep Sonmez,0,2026-05-05,no
KXWTAMATCH-26MAY05STEOST,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Jelena Ostapenko,Lucrezia Stefanini,36,154,results,KXWTAMATCH-26MAY05STEOST-OST,KXWTAMATCH-26MAY05STEOST-STE,0.9150,0.0950,0.9059,0.9059,0.0100,2026-05-06T07:53:00Z,candle,119892.33,101682.70,0.00,0.8502,backtest,0.1.0,2026-07-07,matched,completed,Jelena Ostapenko,1,2026-05-06,yes
KXWTAMATCH-26MAY05STETJE,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Janice Tjen,Peyton Stearns,40,49,results,KXWTAMATCH-26MAY05STETJE-TJE,KXWTAMATCH-26MAY05STETJE-STE,0.3200,0.6800,0.3200,0.3250,0.0200,2026-05-06T07:52:00Z,candle,469154.91,287960.68,0.00,0.3592,backtest,0.1.0,2026-07-07,matched,completed,Peyton Stearns,0,2026-05-06,no
KXWTAMATCH-26MAY05TAGKOR,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Alina Korneeva,Lilli Tagger,86,73,live,KXWTAMATCH-26MAY05TAGKOR-KOR,KXWTAMATCH-26MAY05TAGKOR-TAG,0.3750,0.6250,0.3750,0.2050,0.0100,2026-05-05T10:55:00Z,candle,331572.02,220399.83,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05TOMJEA,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Ajla Tomljanovic,Leolia Jeanjean,89,110,live,KXWTAMATCH-26MAY05TOMJEA-TOM,KXWTAMATCH-26MAY05TOMJEA-JEA,0.2350,0.7650,0.2350,0.5980,0.0100,2026-05-05T10:55:00Z,candle,934954.29,520956.82,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY05TREGIB,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Martina Trevisan,Talia Gibson,516,62,results,KXWTAMATCH-26MAY05TREGIB-TRE,KXWTAMATCH-26MAY05TREGIB-GIB,0.3750,0.6250,0.3750,0.3911,0.0100,2026-05-05T07:53:00Z,candle,3014297.12,1367291.43,0.00,0.1840,backtest,0.1.0,2026-07-07,matched,completed,Talia Gibson,0,2026-05-05,no
KXWTAMATCH-26MAY05YUAWAL,wta,2026,2026-05-05T11:00:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Simona Waltert,Yue Yuan,88,119,live,KXWTAMATCH-26MAY05YUAWAL-WAL,KXWTAMATCH-26MAY05YUAWAL-YUA,0.0850,0.9150,0.0850,0.6030,0.0100,2026-05-05T10:55:00Z,candle,449959.26,211839.76,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05ZAKYAS,wta,2026,2026-05-05T11:00:00Z,2026-05-05,Rome,R128,Clay,masters,3,Anastasia Zakharova,Dayana Yastremska,81,52,results,KXWTAMATCH-26MAY05ZAKYAS-ZAK,KXWTAMATCH-26MAY05ZAKYAS-YAS,0.2950,0.7150,0.2921,0.2921,0.0100,2026-05-05T07:55:00Z,candle,2144369.05,760513.33,0.00,0.3626,backtest,0.1.0,2026-07-07,matched,completed,Anastasia Zakharova,1,2026-05-05,yes
KXWTAMATCH-26MAY05KALVOL,wta,2026,2026-05-05T13:20:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Anhelina Kalinina,Katie Volynets,56,90,live,KXWTAMATCH-26MAY05KALVOL-KAL,KXWTAMATCH-26MAY05KALVOL-VOL,0.6450,0.3550,0.6450,0.6500,0.0100,2026-05-05T13:15:00Z,candle,326398.71,214234.91,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05SHEKOR,wta,2026,2026-05-05T13:20:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Maiar Sherif Ahmed Abdelaziz,Tamara Korpatsch,,77,live,KXWTAMATCH-26MAY05SHEKOR-SHE,KXWTAMATCH-26MAY05SHEKOR-KOR,0.5550,0.4450,0.5550,0.5528,0.0100,2026-05-05T13:12:00Z,candle,4989367.86,1800549.88,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY05URGERJ,wta,2026,2026-05-05T13:20:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Federica Urgesi,Veronika Erjavec,278,104,live,KXWTAMATCH-26MAY05URGERJ-URG,KXWTAMATCH-26MAY05URGERJ-ERJ,0.2750,0.7250,0.2750,0.2424,0.0300,2026-05-05T13:15:00Z,candle,305014.92,225075.26,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY05TEIMAS,wta,2026,2026-05-05T14:30:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Jil Teichmann,Rebeka Masarova,160,163,live,KXWTAMATCH-26MAY05TEIMAS-TEI,KXWTAMATCH-26MAY05TEIMAS-MAS,0.7050,0.2950,0.7050,0.6548,0.0100,2026-05-05T14:25:00Z,candle,625983.66,330073.15,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY05TOWJIM,wta,2026,2026-05-05T14:30:00Z,2026-05-05,WTA Rome Qualification Round 2,,,,,Taylor Townsend,Victoria Jimenez Kasintseva,78,118,live,KXWTAMATCH-26MAY05TOWJIM-TOW,KXWTAMATCH-26MAY05TOWJIM-JIM,0.7450,0.2450,0.7525,0.7020,0.0100,2026-05-05T14:25:00Z,candle,210628.37,144791.50,0.00,,,,,unmatched,pending,,,,yes
