event_ticker,tour,season,occurrence_utc,match_date,event,round,surface,tier,best_of,player_a,player_b,rank_a,rank_b,rank_src,ticker_a,ticker_b,mid_a,mid_b,p_kalshi,p_kalshi_t30,spread_max,price_ts,price_kind,volume_total,oi_total,liquidity,p_model,pred_source,model_version,model_as_of,match_status,result_type,winner,a_won,result_date,kalshi_result_a
KXWTAMATCH-26MAY18GORZID,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Ekaterine Gorgodze,Tamara Zidansek,179,149,live,KXWTAMATCH-26MAY18GORZID-GOR,KXWTAMATCH-26MAY18GORZID-ZID,0.4250,0.5600,0.4315,0.6550,0.0800,2026-05-18T10:55:00Z,candle,487705.91,312211.32,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18HONPRE,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Mai Hontama,Taylah Preston,199,117,live,KXWTAMATCH-26MAY18HONPRE-HON,KXWTAMATCH-26MAY18HONPRE-PRE,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-18T09:30:00Z,candle,55249.80,28272.21,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18IATMON,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Carole Monnet,Polina Iatcenko,189,145,live,KXWTAMATCH-26MAY18IATMON-MON,KXWTAMATCH-26MAY18IATMON-IAT,0.5900,0.4000,0.5960,0.8342,0.0200,2026-05-18T10:55:00Z,candle,1013146.36,510342.23,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18INIAVD,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Eleejah Inisan,Julia Avdeeva,706,175,live,KXWTAMATCH-26MAY18INIAVD-INI,KXWTAMATCH-26MAY18INIAVD-AVD,0.0050,0.9950,0.0050,0.0050,0.0100,2026-05-18T09:30:00Z,candle,47831.94,40968.13,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18JIMPRI,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Elena Pridankina,Victoria Jimenez Kasintseva,183,118,live,KXWTAMATCH-26MAY18JIMPRI-PRI,KXWTAMATCH-26MAY18JIMPRI-JIM,0.9950,0.0050,0.9950,0.5594,0.0100,2026-05-18T10:55:00Z,candle,383107.52,221861.09,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18JORKAL,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Elvina Kalieva,Matilde Jorge,135,269,live,KXWTAMATCH-26MAY18JORKAL-KAL,KXWTAMATCH-26MAY18JORKAL-JOR,0.7900,0.2050,0.7940,0.7940,0.0200,2026-05-18T10:50:00Z,candle,1045472.13,536885.49,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18JORYOU,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Francisca Jorge,Xiaodi You,219,186,live,KXWTAMATCH-26MAY18JORYOU-JOR,KXWTAMATCH-26MAY18JORYOU-YOU,0.4750,0.5200,0.4774,0.4847,0.0400,2026-05-18T10:55:00Z,candle,98584.80,86292.61,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18KLIRAD,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Linda Klimovicova,Lola Radivojevic,201,154,live,KXWTAMATCH-26MAY18KLIRAD-KLI,KXWTAMATCH-26MAY18KLIRAD-RAD,0.4050,0.5950,0.4050,0.4050,0.0100,2026-05-18T10:53:00Z,candle,130837.17,83344.00,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18KNUTRE,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Gabriela Knutson,Martina Trevisan,210,398,live,KXWTAMATCH-26MAY18KNUTRE-KNU,KXWTAMATCH-26MAY18KNUTRE-TRE,0.3250,0.6800,0.3234,0.3284,0.0300,2026-05-18T10:51:00Z,candle,182171.60,107232.57,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18KOKHUN,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Storm Hunter,Tahlia Kokkinis,172,550,live,KXWTAMATCH-26MAY18KOKHUN-HUN,KXWTAMATCH-26MAY18KOKHUN-KOK,0.8300,0.1700,0.8300,0.8350,0.0400,2026-05-18T10:55:00Z,candle,0.00,0.00,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18KORHIB,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Alina Korneeva,Nao Hibino,86,221,live,KXWTAMATCH-26MAY18KORHIB-KOR,KXWTAMATCH-26MAY18KORHIB-HIB,0.8250,0.1600,0.8376,0.8376,0.0200,2026-05-18T10:45:00Z,candle,257894.68,179468.35,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18KOSMAN,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Elizabeth Mandlik,Teodora Kostovic,180,158,live,KXWTAMATCH-26MAY18KOSMAN-MAN,KXWTAMATCH-26MAY18KOSMAN-KOS,0.2950,0.7050,0.2950,0.3050,0.0300,2026-05-18T10:53:00Z,candle,23090.08,21157.01,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18KRANAE,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Celine Naef,Sinja Kraus,208,92,live,KXWTAMATCH-26MAY18KRANAE-NAE,KXWTAMATCH-26MAY18KRANAE-KRA,0.2250,0.7250,0.2368,0.2550,0.1100,2026-05-18T10:55:00Z,candle,428058.76,261648.79,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18KRUROU,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Ashlyn Krueger,Margaux Rouvroy,64,367,live,KXWTAMATCH-26MAY18KRUROU-KRU,KXWTAMATCH-26MAY18KRUROU-ROU,0.8700,0.1350,0.8657,0.8657,0.0200,2026-05-18T10:55:00Z,candle,958.78,849.43,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18KUDKOE,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Anouk Koevermans,Polina Kudermetova,167,109,live,KXWTAMATCH-26MAY18KUDKOE-KOE,KXWTAMATCH-26MAY18KUDKOE-KUD,0.3450,0.6550,0.3450,0.3450,0.0300,2026-05-18T10:50:00Z,candle,112620.68,88501.59,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18LEOSAK,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Himeno Sakatsume,Manon Leonard,130,322,live,KXWTAMATCH-26MAY18LEOSAK-SAK,KXWTAMATCH-26MAY18LEOSAK-LEO,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-18T09:06:00Z,candle,16266.09,11815.46,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18MARBEL,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Guiomar Maristany Zuleta de Reales,Julie Belgraver,,378,live,KXWTAMATCH-26MAY18MARBEL-MAR,KXWTAMATCH-26MAY18MARBEL-BEL,0.7700,0.2350,0.7662,0.7662,0.0200,2026-05-18T10:55:00Z,candle,27241.86,20762.49,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18MASCAR,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Maria Carle,Rebeka Masarova,232,163,live,KXWTAMATCH-26MAY18MASCAR-CAR,KXWTAMATCH-26MAY18MASCAR-MAS,0.1850,0.8150,0.1850,0.1850,0.0300,2026-05-18T10:04:00Z,candle,24.00,24.00,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18MINGAS,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Anastasia Gasanova,Greet Minnen,181,174,live,KXWTAMATCH-26MAY18MINGAS-GAS,KXWTAMATCH-26MAY18MINGAS-MIN,0.4600,0.5450,0.4577,0.4577,0.0200,2026-05-18T10:55:00Z,candle,147026.86,92525.89,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18MLAWAN,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Kristina Mladenovic,Xiyu Wang,842,87,live,KXWTAMATCH-26MAY18MLAWAN-MLA,KXWTAMATCH-26MAY18MLAWAN-WAN,0.0900,0.9000,0.0909,0.0909,0.0200,2026-05-18T10:45:00Z,candle,133414.71,94586.01,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18MONBAS,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Amandine Monnot,Marina Bassols Ribera,309,140,live,KXWTAMATCH-26MAY18MONBAS-MON,KXWTAMATCH-26MAY18MONBAS-BAS,0.3150,0.6850,0.3150,0.3150,0.0500,2026-05-18T09:39:00Z,candle,15.00,15.00,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18MONING,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Maddison Inglis,Robin Montgomery,146,190,live,KXWTAMATCH-26MAY18MONING-ING,KXWTAMATCH-26MAY18MONING-MON,0.2800,0.7200,0.2800,0.2800,0.0400,2026-05-18T10:55:00Z,candle,267.34,267.34,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18MPEAND,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Bianca Andreescu,Daphnee Mpetshi Perricard,168,,live,KXWTAMATCH-26MAY18MPEAND-AND,KXWTAMATCH-26MAY18MPEAND-MPE,0.9000,0.1450,0.8612,0.8911,0.1700,2026-05-18T10:55:00Z,candle,2952.89,2201.40,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18NOHPRO,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Noma Noha Akugue,Tatiana Prozorova,144,159,live,KXWTAMATCH-26MAY18NOHPRO-NOH,KXWTAMATCH-26MAY18NOHPRO-PRO,0.5850,0.4200,0.5821,0.5821,0.0200,2026-05-18T10:52:00Z,candle,169711.61,88944.94,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18PIGLIU,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Claire Liu,Laura Pigossi,112,246,live,KXWTAMATCH-26MAY18PIGLIU-LIU,KXWTAMATCH-26MAY18PIGLIU-PIG,0.7550,0.2450,0.7550,0.7525,0.0300,2026-05-18T10:55:00Z,candle,42831.11,30845.34,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18PONHON,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Jessika Ponchet,Priscilla Hon,193,157,live,KXWTAMATCH-26MAY18PONHON-PON,KXWTAMATCH-26MAY18PONHON-HON,0.6650,0.3350,0.6650,0.6650,0.0300,2026-05-18T09:55:00Z,candle,304944.17,202763.21,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18RUSORT,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Arantxa Rus,Jazmin Ortenzi,184,156,live,KXWTAMATCH-26MAY18RUSORT-RUS,KXWTAMATCH-26MAY18RUSORT-ORT,0.4150,0.5700,0.4213,0.4213,0.0200,2026-05-18T10:01:00Z,candle,1395661.69,600160.45,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18SALPOD,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Dominika Salkova,Veronika Podrez,125,138,live,KXWTAMATCH-26MAY18SALPOD-SAL,KXWTAMATCH-26MAY18SALPOD-POD,0.4200,0.5700,0.4242,0.4242,0.0200,2026-05-18T10:46:00Z,candle,198035.85,151871.58,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18SANROM,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Ana Sofia Sanchez,Leyre Romero Gormaz,416,153,live,KXWTAMATCH-26MAY18SANROM-SAN,KXWTAMATCH-26MAY18SANROM-ROM,0.0800,0.9150,0.0804,0.0955,0.0200,2026-05-18T10:53:00Z,candle,112622.08,87855.49,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18SASOSU,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Aliaksandra Sasnovich,Whitney Osuigwe,131,192,live,KXWTAMATCH-26MAY18SASOSU-SAS,KXWTAMATCH-26MAY18SASOSU-OSU,0.7250,0.2700,0.7286,0.7286,0.0200,2026-05-18T10:37:00Z,candle,207972.51,181919.58,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18SEBHRU,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Katherine Sebov,Viktoria Hruncakova,228,227,live,KXWTAMATCH-26MAY18SEBHRU-SEB,KXWTAMATCH-26MAY18SEBHRU-HRU,0.4750,0.5150,0.4798,0.4798,0.0300,2026-05-18T10:53:00Z,candle,53.00,53.00,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18SEMSHY,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Darja Semenistaja,Iryna Shymanovich,107,200,live,KXWTAMATCH-26MAY18SEMSHY-SEM,KXWTAMATCH-26MAY18SEMSHY-SHY,0.6900,0.3000,0.6970,0.6970,0.0200,2026-05-18T10:53:00Z,candle,38.00,38.00,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18SHELAZ,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Andrea Lazaro Garcia,Maiar Sherif Ahmed Abdelaziz,151,,live,KXWTAMATCH-26MAY18SHELAZ-LAZ,KXWTAMATCH-26MAY18SHELAZ-SHE,0.4550,0.5500,0.4527,0.4596,0.0200,2026-05-18T10:55:00Z,candle,345765.16,197073.98,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18SRACRO,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Kayla Cross,Rebecca Sramkova,198,133,live,KXWTAMATCH-26MAY18SRACRO-CRO,KXWTAMATCH-26MAY18SRACRO-SRA,0.1700,0.8250,0.1709,0.1832,0.0400,2026-05-18T10:55:00Z,candle,37308.50,24428.92,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18STECHA,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Alina Charaeva,Lucrezia Stefanini,116,141,live,KXWTAMATCH-26MAY18STECHA-CHA,KXWTAMATCH-26MAY18STECHA-STE,0.8350,0.1600,0.8392,0.8392,0.0300,2026-05-18T10:55:00Z,candle,614711.65,346161.32,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18STELEE,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Carol Young Suh Lee,Sloane Stephens,,312,live,KXWTAMATCH-26MAY18STELEE-LEE,KXWTAMATCH-26MAY18STELEE-STE,0.3900,0.6000,0.3939,0.3939,0.0400,2026-05-18T10:55:00Z,candle,131007.69,71638.48,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18STOJAN,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Mary Stoiana,Selena Janicijevic,121,242,live,KXWTAMATCH-26MAY18STOJAN-STO,KXWTAMATCH-26MAY18STOJAN-JAN,0.8100,0.1850,0.8141,0.8141,0.0200,2026-05-18T10:55:00Z,candle,1095590.90,562517.04,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18SUNYEX,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Lulu Sun,Yexin MA,113,,live,KXWTAMATCH-26MAY18SUNYEX-SUN,KXWTAMATCH-26MAY18SUNYEX-YEX,0.8150,0.1850,0.8150,0.8150,0.0300,2026-05-18T10:45:00Z,candle,39556.21,32319.99,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18TANTHA,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Harmony Tan,Karman Kaur Thandi,203,,live,KXWTAMATCH-26MAY18TANTHA-TAN,KXWTAMATCH-26MAY18TANTHA-THA,0.5750,0.3850,0.5990,0.5990,0.6900,2026-05-18T10:55:00Z,candle,50668.25,44799.15,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18TARPAP,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Despina Papamichail,Lanlana Tararudee,170,98,live,KXWTAMATCH-26MAY18TARPAP-PAP,KXWTAMATCH-26MAY18TARPAP-TAR,0.9950,0.0050,0.9950,0.9950,0.0100,2026-05-18T10:35:00Z,candle,83248.20,51741.21,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18VANITO,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Aoi Ito,Jeline Vandromme,230,128,live,KXWTAMATCH-26MAY18VANITO-ITO,KXWTAMATCH-26MAY18VANITO-VAN,0.1750,0.8250,0.1750,0.1750,0.0300,2026-05-18T10:55:00Z,candle,136.05,126.05,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18VIDGAO,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Darja Vidmanova,Xinyu Gao,103,236,live,KXWTAMATCH-26MAY18VIDGAO-VID,KXWTAMATCH-26MAY18VIDGAO-GAO,0.7600,0.2400,0.7600,0.7300,0.0400,2026-05-18T10:55:00Z,candle,292706.79,226414.12,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18VONGAR,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Joanna Garland,Kathinka Von Deichmann,194,285,live,KXWTAMATCH-26MAY18VONGAR-GAR,KXWTAMATCH-26MAY18VONGAR-VON,0.0050,0.9950,0.0050,0.0050,0.0100,2026-05-18T10:35:00Z,candle,133961.77,86434.43,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18YANBEG,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Elizara Yaneva,Irina-Camelia Begu,188,455,live,KXWTAMATCH-26MAY18YANBEG-YAN,KXWTAMATCH-26MAY18YANBEG-BEG,0.4800,0.5400,0.4706,0.4478,0.0600,2026-05-18T10:55:00Z,candle,239317.59,172208.98,0.00,,,,,unmatched,pending,,,,no
KXWTAMATCH-26MAY18YEOPLI,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Karolina Pliskova,Yeon Woo Ku,62,185,live,KXWTAMATCH-26MAY18YEOPLI-PLI,KXWTAMATCH-26MAY18YEOPLI-YEO,0.9250,0.0700,0.9296,0.9296,0.0200,2026-05-18T10:54:00Z,candle,230607.79,123099.22,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18YUADAR,wta,2026,2026-05-18T11:00:00Z,2026-05-18,French Open,R128,,,,Harriet Dart,Yue Yuan,142,119,live,KXWTAMATCH-26MAY18YUADAR-DAR,KXWTAMATCH-26MAY18YUADAR-YUA,0.2050,0.8000,0.2040,0.2040,0.0200,2026-05-18T10:50:00Z,candle,833935.35,444990.64,0.00,,,,,unmatched,pending,,,,yes
KXWTAMATCH-26MAY18EALOLI,wta,2026,2026-05-18T11:30:00Z,2026-05-18,Strasbourg,R32,Clay,atp500,3,Alexandra Eala,Oleksandra Oliynykova,38,66,results,KXWTAMATCH-26MAY18EALOLI-EAL,KXWTAMATCH-26MAY18EALOLI-OLI,0.4750,0.5150,0.4798,0.4798,0.0100,2026-05-18T07:55:00Z,candle,2355626.37,1293419.00,0.00,0.5523,backtest,0.1.0,2026-07-07,matched,completed,Oleksandra Oliynykova,0,2026-05-18,no
KXWTAMATCH-26MAY18FREGIB,wta,2026,2026-05-18T11:30:00Z,2026-05-18,Strasbourg,R32,Clay,atp500,3,Magdalena Frech,Talia Gibson,49,55,results,KXWTAMATCH-26MAY18FREGIB-FRE,KXWTAMATCH-26MAY18FREGIB-GIB,0.4750,0.5250,0.4750,0.4750,0.0100,2026-05-18T07:53:00Z,candle,262744.58,167993.91,0.00,0.3908,backtest,0.1.0,2026-07-07,matched,completed,Magdalena Frech,1,2026-05-18,yes
KXWTAMATCH-26MAY18KASSAM,wta,2026,2026-05-18T11:30:00Z,2026-05-18,Strasbourg,R32,Clay,atp500,3,Daria Kasatkina,Liudmila Samsonova,62,20,results,KXWTAMATCH-26MAY18KASSAM-KAS,KXWTAMATCH-26MAY18KASSAM-SAM,0.5450,0.4450,0.5505,0.5505,0.0100,2026-05-18T07:55:00Z,candle,647247.16,325763.23,0.00,0.4674,backtest,0.1.0,2026-07-07,matched,completed,Daria Kasatkina,1,2026-05-18,yes
KXWTAMATCH-26MAY18KESCRI,wta,2026,2026-05-18T11:30:00Z,2026-05-18,Strasbourg,R32,Clay,atp500,3,Jaqueline Cristian,Mccartney Kessler,33,47,results,KXWTAMATCH-26MAY18KESCRI-CRI,KXWTAMATCH-26MAY18KESCRI-KES,0.5050,0.4950,0.5050,0.5050,0.0100,2026-05-18T07:53:00Z,candle,204697.75,122729.78,0.00,0.5194,backtest,0.1.0,2026-07-07,matched,completed,Jaqueline Cristian,1,2026-05-18,yes
KXWTAMATCH-26MAY18FERKOV,wta,2026,2026-05-18T12:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Danka Kovinic,Fiona Ferro,,200,results,KXWTAMATCH-26MAY18FERKOV-KOV,KXWTAMATCH-26MAY18FERKOV-FER,0.1100,0.8900,0.1100,0.1144,0.0200,2026-05-18T07:52:00Z,candle,86563.24,69712.31,0.00,0.3709,backtest,0.1.0,2026-07-07,matched,completed,Fiona Ferro,0,2026-05-18,no
KXWTAMATCH-26MAY18MARZVO,wta,2026,2026-05-18T12:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Petra Marcinko,Vera Zvonareva,76,326,results,KXWTAMATCH-26MAY18MARZVO-MAR,KXWTAMATCH-26MAY18MARZVO-ZVO,0.6250,0.3650,0.6313,0.6250,0.0100,2026-05-18T07:54:00Z,candle,117262.12,98615.86,0.00,0.4141,backtest,0.1.0,2026-07-07,matched,completed,Petra Marcinko,1,2026-05-18,yes
KXWTAMATCH-26MAY18TJEHEN,wta,2026,2026-05-18T12:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Caijsa Wilda Hennemann,Janice Tjen,292,41,results,KXWTAMATCH-26MAY18TJEHEN-HEN,KXWTAMATCH-26MAY18TJEHEN-TJE,0.3550,0.6450,0.3550,0.3550,0.0100,2026-05-19T07:54:00Z,candle,145355.41,89734.00,0.00,0.2235,backtest,0.1.0,2026-07-07,matched,completed,Janice Tjen,0,2026-05-19,no
KXWTAMATCH-26MAY18ZAABOU,wta,2026,2026-05-18T12:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Jessica Bouzas Maneiro,Lisa Zaar,51,335,results,KXWTAMATCH-26MAY18ZAABOU-BOU,KXWTAMATCH-26MAY18ZAABOU-ZAA,0.7650,0.2350,0.7650,0.7650,0.0100,2026-05-19T07:54:00Z,candle,139688.81,82080.14,0.00,0.8201,backtest,0.1.0,2026-07-07,matched,completed,Jessica Bouzas Maneiro,1,2026-05-19,yes
KXWTAMATCH-26MAY18ELMAR,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Diae El Jardi,Tatjana Maria,1023,52,results,KXWTAMATCH-26MAY18ELMAR-EL,KXWTAMATCH-26MAY18ELMAR-MAR,0.0300,0.9650,0.0302,0.0303,0.0300,2026-05-19T07:54:00Z,candle,260299.36,181634.87,0.00,0.1084,backtest,0.1.0,2026-07-07,matched,completed,Tatjana Maria,0,2026-05-19,no
KXWTAMATCH-26MAY18HERBON,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Anna Bondar,Polona Hercog,58,217,results,KXWTAMATCH-26MAY18HERBON-BON,KXWTAMATCH-26MAY18HERBON-HER,0.7850,0.2150,0.7850,0.7850,0.0100,2026-05-18T07:55:00Z,candle,167943.73,162053.07,0.00,,,,,matched,retired,Anna Bondar,1,2026-05-18,yes
KXWTAMATCH-26MAY18JONKOT,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Francesca Jones,Yelyzaveta Kotliar,105,528,results,KXWTAMATCH-26MAY18JONKOT-JON,KXWTAMATCH-26MAY18JONKOT-KOT,0.8950,0.1050,0.8950,0.8950,0.0100,2026-05-19T07:54:00Z,candle,240900.55,105299.32,0.00,0.7525,backtest,0.1.0,2026-07-07,matched,completed,Yelyzaveta Kotliar,0,2026-05-19,no
KXWTAMATCH-26MAY18KABCEN,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Berfu Cengiz,Yasmine Kabbaj,429,334,results,KXWTAMATCH-26MAY18KABCEN-CEN,KXWTAMATCH-26MAY18KABCEN-KAB,0.6400,0.3550,0.6432,0.6450,0.0200,2026-05-19T07:52:00Z,candle,190113.68,128004.36,0.00,0.5405,backtest,0.1.0,2026-07-07,matched,completed,Yasmine Kabbaj,0,2026-05-19,no
KXWTAMATCH-26MAY18MAROSO,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Camila Osorio,Tereza Martincova,77,250,results,KXWTAMATCH-26MAY18MAROSO-OSO,KXWTAMATCH-26MAY18MAROSO-MAR,0.8350,0.1650,0.8350,0.8350,0.0100,2026-05-19T07:55:00Z,candle,262400.91,164004.86,0.00,0.7931,backtest,0.1.0,2026-07-07,matched,completed,Camila Osorio,1,2026-05-19,yes
KXWTAMATCH-26MAY18NAHTOM,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Ajla Tomljanovic,Sada Nahimana,90,231,results,KXWTAMATCH-26MAY18NAHTOM-TOM,KXWTAMATCH-26MAY18NAHTOM-NAH,0.7950,0.2150,0.7871,0.7871,0.0100,2026-05-19T07:52:00Z,candle,126057.04,97322.42,0.00,0.7740,backtest,0.1.0,2026-07-07,matched,completed,Sada Nahimana,0,2026-05-19,no
KXWTAMATCH-26MAY18PARUCH,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Alycia Parks,Moyuka Uchijima,80,110,results,KXWTAMATCH-26MAY18PARUCH-PAR,KXWTAMATCH-26MAY18PARUCH-UCH,0.3550,0.6350,0.3586,0.3586,0.0100,2026-05-18T07:54:00Z,candle,699231.07,428179.04,0.00,0.5632,backtest,0.1.0,2026-07-07,matched,completed,Alycia Parks,1,2026-05-18,yes
KXWTAMATCH-26MAY18STAFIT,wta,2026,2026-05-18T13:00:00Z,2026-05-18,Rabat,R32,Clay,atp250,3,Angela Fita Boluda,Yuliia Starodubtseva,192,54,results,KXWTAMATCH-26MAY18STAFIT-FIT,KXWTAMATCH-26MAY18STAFIT-STA,0.1850,0.8150,0.1850,0.1850,0.0100,2026-05-19T07:47:00Z,candle,45939.51,32926.00,0.00,0.1727,backtest,0.1.0,2026-07-07,matched,completed,Yuliia Starodubtseva,0,2026-05-19,no
