event_ticker,tour,season,occurrence_utc,match_date,event,round,surface,tier,best_of,player_a,player_b,rank_a,rank_b,rank_src,ticker_a,ticker_b,mid_a,mid_b,p_kalshi,p_kalshi_t30,spread_max,price_ts,price_kind,volume_total,oi_total,liquidity,p_model,pred_source,model_version,model_as_of,match_status,result_type,winner,a_won,result_date,kalshi_result_a
KXATPMATCH-26MAY03SINZVE,atp,2026,2026-05-03T18:00:00Z,2026-05-03,Madrid Masters,F,Clay,masters,3,Alexander Zverev,Jannik Sinner,3,1,results,KXATPMATCH-26MAY03SINZVE-ZVE,KXATPMATCH-26MAY03SINZVE-SIN,0.1750,0.8250,0.1750,0.1750,0.0100,2026-05-03T07:55:00Z,candle,3646939.20,2854765.32,0.00,0.2321,backtest,0.1.0,2026-07-07,matched,completed,Jannik Sinner,0,2026-05-03,no
KXATPMATCH-26MAY04BONNAV,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Emilio Nava,Federico Bondioli,108,344,results,KXATPMATCH-26MAY04BONNAV-NAV,KXATPMATCH-26MAY04BONNAV-BON,,,,,,,none,2354932.29,1263364.20,0.00,,,,,matched,completed,Federico Bondioli,0,2026-05-05,no
KXATPMATCH-26MAY04BONSVR,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Benjamin Bonzi,Dalibor Svrcina,101,116,results,KXATPMATCH-26MAY04BONSVR-BON,KXATPMATCH-26MAY04BONSVR-SVR,,,,,,,none,1079214.17,606195.64,0.00,,,,,matched,completed,Dalibor Svrcina,0,2026-05-05,no
KXATPMATCH-26MAY04BUDVIR,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Nicolai Budkov Kjaer,Otto Virtanen,124,127,results,KXATPMATCH-26MAY04BUDVIR-BUD,KXATPMATCH-26MAY04BUDVIR-VIR,,,,,,,none,1649477.25,853934.96,0.00,,,,,matched,completed,Nicolai Budkov Kjaer,1,2026-05-05,yes
KXATPMATCH-26MAY04CARDAM,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Martin Damm,Pablo Carreno Busta,115,91,results,KXATPMATCH-26MAY04CARDAM-DAM,KXATPMATCH-26MAY04CARDAM-CAR,,,,,,,none,243813.62,162655.24,0.00,,,,,matched,completed,Pablo Carreno Busta,0,2026-05-05,no
KXATPMATCH-26MAY04COMHAR,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Billy Harris,Francisco Comesana,148,114,results,KXATPMATCH-26MAY04COMHAR-HAR,KXATPMATCH-26MAY04COMHAR-COM,,,,,,,none,194595.33,121127.40,0.00,,,,,matched,completed,Francisco Comesana,0,2026-05-05,no
KXATPMATCH-26MAY04GARECH,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Cristian Garin,Moez Echargui,104,140,results,KXATPMATCH-26MAY04GARECH-GAR,KXATPMATCH-26MAY04GARECH-ECH,0.5000,0.5000,0.5000,0.5000,1.0000,2026-05-05T04:00:00Z,candle,112319.44,80630.89,0.00,,,,,matched,completed,Cristian Garin,1,2026-05-05,yes
KXATPMATCH-26MAY04HIJBAS,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Pierluigi Basile,Rinky Hijikata,677,96,results,KXATPMATCH-26MAY04HIJBAS-BAS,KXATPMATCH-26MAY04HIJBAS-HIJ,0.5000,0.5000,0.5000,0.5000,1.0000,2026-05-05T04:00:00Z,candle,5707597.97,2116002.52,0.00,,,,,matched,completed,Rinky Hijikata,0,2026-05-05,no
KXATPMATCH-26MAY04KOVCAR,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Aleksandar Kovacevic,Lorenzo Carboni,95,452,results,KXATPMATCH-26MAY04KOVCAR-KOV,KXATPMATCH-26MAY04KOVCAR-CAR,,,,,,,none,314921.39,195976.52,0.00,,,,,matched,completed,Aleksandar Kovacevic,1,2026-05-05,yes
KXATPMATCH-26MAY04KYPPIN,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Jack Pinnington Jones,Patrick Kypson,137,89,results,KXATPMATCH-26MAY04KYPPIN-PIN,KXATPMATCH-26MAY04KYPPIN-KYP,,,,,,,none,1810722.93,906346.29,0.00,,,,,matched,completed,Patrick Kypson,0,2026-05-05,no
KXATPMATCH-26MAY04LAJCHO,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Dusan Lajovic,Jan Choinski,132,122,results,KXATPMATCH-26MAY04LAJCHO-LAJ,KXATPMATCH-26MAY04LAJCHO-CHO,,,,,,,none,285824.70,183796.36,0.00,,,,,matched,completed,Jan Choinski,0,2026-05-05,no
KXATPMATCH-26MAY04LANOCO,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Christopher O'Connell,Martin Landaluce,150,94,results,KXATPMATCH-26MAY04LANOCO-OCO,KXATPMATCH-26MAY04LANOCO-LAN,,,,,,,none,643732.33,414597.95,0.00,,,,,matched,completed,Martin Landaluce,0,2026-05-05,no
KXATPMATCH-26MAY04MARDEJ,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Jesper de Jong,Pedro Martinez,102,136,results,KXATPMATCH-26MAY04MARDEJ-DEJ,KXATPMATCH-26MAY04MARDEJ-MAR,,,,,,,none,768746.73,444547.41,0.00,,,,,matched,completed,Jesper de Jong,1,2026-05-05,yes
KXATPMATCH-26MAY04MARDRO,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Juan Cruz Martin Manzano,Titouan Droguet,514,109,results,KXATPMATCH-26MAY04MARDRO-MAR,KXATPMATCH-26MAY04MARDRO-DRO,,,,,,,none,733626.85,456563.07,0.00,,,,,matched,completed,Titouan Droguet,0,2026-05-05,no
KXATPMATCH-26MAY04MERMCD,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Daniel Merida,Mackenzie McDonald,86,129,results,KXATPMATCH-26MAY04MERMCD-MER,KXATPMATCH-26MAY04MERMCD-MCD,,,,,,,none,274807.20,151209.75,0.00,,,,,matched,completed,Daniel Merida,1,2026-05-05,yes
KXATPMATCH-26MAY04MOCFEA,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Jacob Fearnley,Shintaro Mochizuki,123,130,results,KXATPMATCH-26MAY04MOCFEA-FEA,KXATPMATCH-26MAY04MOCFEA-MOC,0.5000,0.5000,0.5000,0.5000,1.0000,2026-05-05T04:00:00Z,candle,192400.09,127812.52,0.00,,,,,matched,completed,Jacob Fearnley,1,2026-05-05,yes
KXATPMATCH-26MAY04MOLBAS,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Elmer Moller,Nikoloz Basilashvili,153,117,results,KXATPMATCH-26MAY04MOLBAS-MOL,KXATPMATCH-26MAY04MOLBAS-BAS,,,,,,,none,1737779.09,870891.11,0.00,,,,,matched,completed,Nikoloz Basilashvili,0,2026-05-05,no
KXATPMATCH-26MAY04PELGAS,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Andrea Pellegrino,Hugo Gaston,155,118,results,KXATPMATCH-26MAY04PELGAS-PEL,KXATPMATCH-26MAY04PELGAS-GAS,,,,,,,none,228015.88,167690.05,0.00,,,,,matched,completed,Andrea Pellegrino,1,2026-05-05,yes
KXATPMATCH-26MAY04PIRROC,atp,2026,2026-05-04T11:00:00Z,2026-05-04,ATP Rome Qualification,,,,,Henrique Rocha,Zsombor Piros,121,138,live,KXATPMATCH-26MAY04PIRROC-ROC,KXATPMATCH-26MAY04PIRROC-PIR,0.4750,0.5350,0.4703,0.4677,0.0100,2026-05-04T10:54:00Z,candle,6970.43,5172.73,0.00,,,,,cancelled,cancelled,,,,scalar
KXATPMATCH-26MAY04PRIROD,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Chris Rodesch,Dino Prizmic,166,79,results,KXATPMATCH-26MAY04PRIROD-ROD,KXATPMATCH-26MAY04PRIROD-PRI,,,,,,,none,420053.38,287708.17,0.00,,,,,matched,completed,Dino Prizmic,0,2026-05-05,no
KXATPMATCH-26MAY04RIEGAU,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Leandro Riedi,Vilius Gaubas,128,121,results,KXATPMATCH-26MAY04RIEGAU-RIE,KXATPMATCH-26MAY04RIEGAU-GAU,,,,,,,none,271830.58,170236.49,0.00,,,,,matched,completed,Leandro Riedi,1,2026-05-05,yes
KXATPMATCH-26MAY04TRAWAW,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Stan Wawrinka,Stefano Travaglia,125,141,results,KXATPMATCH-26MAY04TRAWAW-WAW,KXATPMATCH-26MAY04TRAWAW-TRA,,,,,,,none,1417056.65,643768.48,0.00,,,,,matched,completed,Stan Wawrinka,1,2026-05-05,yes
KXATPMATCH-26MAY04VALFAR,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Adolfo Daniel Vallejo,Jaime Faria,84,119,results,KXATPMATCH-26MAY04VALFAR-VAL,KXATPMATCH-26MAY04VALFAR-FAR,,,,,,,none,2239484.86,1092338.97,0.00,,,,,matched,completed,Jaime Faria,0,2026-05-05,no
KXATPMATCH-26MAY04VANDEL,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Hugo Dellien,Luca Van Assche,133,97,results,KXATPMATCH-26MAY04VANDEL-DEL,KXATPMATCH-26MAY04VANDEL-VAN,,,,,,,none,398584.84,246864.08,0.00,,,,,matched,completed,Hugo Dellien,1,2026-05-05,yes
KXATPMATCH-26MAY04VASBAR,atp,2026,2026-05-04T11:00:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Jacopo Vasami,Tomas Barrios Vera,464,134,results,KXATPMATCH-26MAY04VASBAR-VAS,KXATPMATCH-26MAY04VASBAR-BAR,0.5000,0.5000,0.5000,0.5000,1.0000,2026-05-05T04:00:00Z,candle,116321.10,88501.83,0.00,,,,,matched,completed,Tomas Barrios Vera,0,2026-05-05,no
KXATPMATCH-26MAY04LLAROC,atp,2026,2026-05-04T17:10:00Z,2026-05-04,Rome Masters,Q1,Clay,challenger,3,Henrique Rocha,Pablo Llamas Ruiz,120,139,results,KXATPMATCH-26MAY04LLAROC-ROC,KXATPMATCH-26MAY04LLAROC-LLA,,,,,,,none,927769.35,500407.28,0.00,,,,,matched,completed,Pablo Llamas Ruiz,0,2026-05-05,no
KXATPMATCH-26MAY05CARWAW,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Pablo Carreno Busta,Stan Wawrinka,91,125,results,KXATPMATCH-26MAY05CARWAW-CAR,KXATPMATCH-26MAY05CARWAW-WAW,0.6750,0.3250,0.6750,0.6716,0.0100,2026-05-05T07:55:00Z,candle,80892.37,77884.84,0.00,,,,,matched,walkover,Pablo Carreno Busta,1,2026-05-05,scalar
KXATPMATCH-26MAY05COMRIE,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Francisco Comesana,Leandro Riedi,114,128,results,KXATPMATCH-26MAY05COMRIE-COM,KXATPMATCH-26MAY05COMRIE-RIE,0.6350,0.3550,0.6414,0.6450,0.0100,2026-05-05T07:55:00Z,candle,745363.79,355590.80,0.00,,,,,matched,completed,Francisco Comesana,1,2026-05-05,yes
KXATPMATCH-26MAY05DELDEJ,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Hugo Dellien,Jesper de Jong,133,102,results,KXATPMATCH-26MAY05DELDEJ-DEL,KXATPMATCH-26MAY05DELDEJ-DEJ,0.4550,0.5550,0.4505,0.4505,0.0100,2026-05-05T07:53:00Z,candle,2118672.17,1081760.42,0.00,,,,,matched,completed,Jesper de Jong,0,2026-05-05,no
KXATPMATCH-26MAY05GARCHO,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Cristian Garin,Jan Choinski,104,122,results,KXATPMATCH-26MAY05GARCHO-GAR,KXATPMATCH-26MAY05GARCHO-CHO,0.7350,0.2750,0.7277,0.7264,0.0100,2026-05-05T07:55:00Z,candle,496911.53,291350.41,0.00,,,,,matched,completed,Cristian Garin,1,2026-05-05,yes
KXATPMATCH-26MAY05KOVFEA,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Aleksandar Kovacevic,Jacob Fearnley,95,123,results,KXATPMATCH-26MAY05KOVFEA-KOV,KXATPMATCH-26MAY05KOVFEA-FEA,0.3850,0.6250,0.3812,0.3812,0.0100,2026-05-05T07:51:00Z,candle,634615.54,433359.43,0.00,,,,,matched,completed,Jacob Fearnley,0,2026-05-05,no
KXATPMATCH-26MAY05KYPDRO,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Patrick Kypson,Titouan Droguet,89,109,results,KXATPMATCH-26MAY05KYPDRO-KYP,KXATPMATCH-26MAY05KYPDRO-DRO,0.3850,0.6100,0.3869,0.3812,0.0200,2026-05-05T07:53:00Z,candle,2939791.43,1174142.15,0.00,,,,,matched,completed,Patrick Kypson,1,2026-05-05,yes
KXATPMATCH-26MAY05LANPEL,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Andrea Pellegrino,Martin Landaluce,155,94,results,KXATPMATCH-26MAY05LANPEL-PEL,KXATPMATCH-26MAY05LANPEL-LAN,0.4050,0.6150,0.3971,0.4010,0.0100,2026-05-05T07:52:00Z,candle,2996176.19,1512292.06,0.00,,,,,matched,completed,Andrea Pellegrino,1,2026-05-05,yes
KXATPMATCH-26MAY05MERBAR,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Daniel Merida,Tomas Barrios Vera,86,134,results,KXATPMATCH-26MAY05MERBAR-MER,KXATPMATCH-26MAY05MERBAR-BAR,0.6950,0.3050,0.6950,0.6683,0.0100,2026-05-05T07:55:00Z,candle,614244.52,272981.55,0.00,,,,,matched,completed,Daniel Merida,1,2026-05-05,yes
KXATPMATCH-26MAY05PRIBON,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Dino Prizmic,Federico Bondioli,79,344,results,KXATPMATCH-26MAY05PRIBON-PRI,KXATPMATCH-26MAY05PRIBON-BON,0.8950,0.1150,0.8861,0.8861,0.0100,2026-05-05T07:55:00Z,candle,336475.34,261880.03,0.00,,,,,matched,completed,Dino Prizmic,1,2026-05-05,yes
KXATPMATCH-26MAY05SVRBUD,atp,2026,2026-05-05T11:00:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Dalibor Svrcina,Nicolai Budkov Kjaer,116,124,results,KXATPMATCH-26MAY05SVRBUD-SVR,KXATPMATCH-26MAY05SVRBUD-BUD,0.5200,0.4800,0.5200,0.5200,0.0200,2026-05-05T07:54:00Z,candle,554374.66,362705.30,0.00,,,,,matched,completed,Dalibor Svrcina,1,2026-05-05,yes
KXATPMATCH-26MAY05FARLLA,atp,2026,2026-05-05T14:30:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Jaime Faria,Pablo Llamas Ruiz,119,139,results,KXATPMATCH-26MAY05FARLLA-FAR,KXATPMATCH-26MAY05FARLLA-LLA,0.4350,0.5650,0.4350,0.4350,0.0100,2026-05-05T07:55:00Z,candle,1396176.41,839931.73,0.00,,,,,matched,completed,Pablo Llamas Ruiz,0,2026-05-05,no
KXATPMATCH-26MAY05HIJBAS,atp,2026,2026-05-05T14:30:00Z,2026-05-05,Rome Masters,Q2,Clay,challenger,3,Nikoloz Basilashvili,Rinky Hijikata,117,96,results,KXATPMATCH-26MAY05HIJBAS-BAS,KXATPMATCH-26MAY05HIJBAS-HIJ,0.6100,0.3850,0.6131,0.6131,0.0200,2026-05-05T07:50:00Z,candle,1086607.26,701456.35,0.00,,,,,matched,completed,Nikoloz Basilashvili,1,2026-05-05,yes
KXATPMATCH-26MAY06BASMER,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Daniel Merida,Nikoloz Basilashvili,86,117,results,KXATPMATCH-26MAY06BASMER-MER,KXATPMATCH-26MAY06BASMER-BAS,0.6100,0.3750,0.6193,0.6111,0.0300,2026-05-07T07:38:00Z,candle,573954.56,353204.17,0.00,0.6687,backtest,0.1.0,2026-07-07,matched,completed,Nikoloz Basilashvili,0,2026-05-07,no
KXATPMATCH-26MAY06CARTAB,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Alejandro Tabilo,Pablo Carreno Busta,35,91,results,KXATPMATCH-26MAY06CARTAB-TAB,KXATPMATCH-26MAY06CARTAB-CAR,0.6650,0.3350,0.6650,0.6683,0.0100,2026-05-06T07:52:00Z,candle,746892.15,436905.88,0.00,0.6488,backtest,0.1.0,2026-07-07,matched,completed,Alejandro Tabilo,1,2026-05-06,yes
KXATPMATCH-26MAY06DEJBOR,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Jesper de Jong,Nuno Borges,102,52,results,KXATPMATCH-26MAY06DEJBOR-DEJ,KXATPMATCH-26MAY06DEJBOR-BOR,0.4450,0.5550,0.4450,0.4428,0.0100,2026-05-06T07:55:00Z,candle,426935.28,291365.53,0.00,0.5416,backtest,0.1.0,2026-07-07,matched,completed,Nuno Borges,0,2026-05-06,no
KXATPMATCH-26MAY06FEAMPE,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Giovanni Mpetshi Perricard,Jacob Fearnley,58,123,results,KXATPMATCH-26MAY06FEAMPE-MPE,KXATPMATCH-26MAY06FEAMPE-FEA,0.1900,0.8100,0.1900,0.1818,0.0400,2026-05-07T07:34:00Z,candle,2107529.22,893316.71,0.00,0.4710,backtest,0.1.0,2026-07-07,matched,completed,Giovanni Mpetshi Perricard,1,2026-05-07,yes
KXATPMATCH-26MAY06FUCPRI,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Dino Prizmic,Marton Fucsovics,79,57,results,KXATPMATCH-26MAY06FUCPRI-PRI,KXATPMATCH-26MAY06FUCPRI-FUC,0.8750,0.1350,0.8663,0.8706,0.0300,2026-05-07T07:33:00Z,candle,1345567.20,582823.28,0.00,0.6946,backtest,0.1.0,2026-07-07,matched,completed,Dino Prizmic,1,2026-05-07,yes
KXATPMATCH-26MAY06GARCER,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Cristian Garin,Juan Manuel Cerundolo,104,72,results,KXATPMATCH-26MAY06GARCER-GAR,KXATPMATCH-26MAY06GARCER-CER,0.5350,0.4500,0.5431,0.5594,0.0900,2026-05-07T07:38:00Z,candle,1725957.53,944275.32,0.00,0.5231,backtest,0.1.0,2026-07-07,matched,completed,Cristian Garin,1,2026-05-07,yes
KXATPMATCH-26MAY06PELNAR,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Andrea Pellegrino,Luca Nardi,155,151,results,KXATPMATCH-26MAY06PELNAR-PEL,KXATPMATCH-26MAY06PELNAR-NAR,0.5800,0.4150,0.5829,0.5800,0.0300,2026-05-07T07:33:00Z,candle,2872799.91,1368290.36,0.00,0.5494,backtest,0.1.0,2026-07-07,matched,completed,Andrea Pellegrino,1,2026-05-07,yes
KXATPMATCH-26MAY06QUILLA,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Ethan Quinn,Pablo Llamas Ruiz,48,139,results,KXATPMATCH-26MAY06QUILLA-QUI,KXATPMATCH-26MAY06QUILLA-LLA,0.4450,0.5650,0.4406,0.4428,0.0300,2026-05-07T07:38:00Z,candle,3015284.71,1330307.77,0.00,0.4566,backtest,0.1.0,2026-07-07,matched,completed,Pablo Llamas Ruiz,0,2026-05-07,no
KXATPMATCH-26MAY06STRCOM,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Francisco Comesana,Jan-Lennard Struff,114,83,results,KXATPMATCH-26MAY06STRCOM-COM,KXATPMATCH-26MAY06STRCOM-STR,0.6750,0.3250,0.6750,0.6683,0.0100,2026-05-06T07:55:00Z,candle,1333551.03,877134.53,0.00,0.4995,backtest,0.1.0,2026-07-07,matched,completed,Jan-Lennard Struff,0,2026-05-06,no
KXATPMATCH-26MAY06SVRKEC,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Dalibor Svrcina,Miomir Kecmanovic,116,70,results,KXATPMATCH-26MAY06SVRKEC-SVR,KXATPMATCH-26MAY06SVRKEC-KEC,0.4950,0.5100,0.4925,0.4877,0.0400,2026-05-07T07:33:00Z,candle,251306.62,171815.31,0.00,0.4368,backtest,0.1.0,2026-07-07,matched,completed,Miomir Kecmanovic,0,2026-05-07,no
KXATPMATCH-26MAY06VUKKYP,atp,2026,2026-05-06T11:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Aleksandar Vukic,Patrick Kypson,99,89,results,KXATPMATCH-26MAY06VUKKYP-VUK,KXATPMATCH-26MAY06VUKKYP-KYP,0.2350,0.7550,0.2374,0.2374,0.0100,2026-05-06T07:55:00Z,candle,2255750.18,1035989.20,0.00,0.2916,backtest,0.1.0,2026-07-07,matched,completed,Aleksandar Vukic,1,2026-05-06,yes
KXATPMATCH-26MAY06ARNMUN,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Jaume Munar,Matteo Arnaldi,38,106,results,KXATPMATCH-26MAY06ARNMUN-MUN,KXATPMATCH-26MAY06ARNMUN-ARN,0.4350,0.5650,0.4350,0.4307,0.0100,2026-05-06T07:52:00Z,candle,2603332.98,1408492.97,0.00,0.5137,backtest,0.1.0,2026-07-07,matched,completed,Matteo Arnaldi,0,2026-05-06,no
KXATPMATCH-26MAY06BAUMAE,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Francesco Maestrelli,Roberto Bautista Agut,112,98,results,KXATPMATCH-26MAY06BAUMAE-MAE,KXATPMATCH-26MAY06BAUMAE-BAU,0.3650,0.6350,0.3650,0.3650,0.0100,2026-05-07T07:33:00Z,candle,714740.66,503693.90,0.00,0.4191,backtest,0.1.0,2026-07-07,matched,completed,Roberto Bautista Agut,0,2026-05-07,no
KXATPMATCH-26MAY06BERATM,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Terence Atmane,Zizou Bergs,51,39,results,KXATPMATCH-26MAY06BERATM-ATM,KXATPMATCH-26MAY06BERATM-BER,0.4650,0.5450,0.4604,0.4604,0.0100,2026-05-07T07:33:00Z,candle,532903.34,400449.81,0.00,0.4108,backtest,0.1.0,2026-07-07,matched,completed,Terence Atmane,1,2026-05-07,yes
KXATPMATCH-26MAY06BROBAE,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Jenson Brooksby,Sebastian Baez,63,65,results,KXATPMATCH-26MAY06BROBAE-BRO,KXATPMATCH-26MAY06BROBAE-BAE,0.2350,0.7650,0.2350,0.2350,0.0100,2026-05-06T07:55:00Z,candle,461956.00,307850.02,0.00,0.3834,backtest,0.1.0,2026-07-07,matched,completed,Sebastian Baez,0,2026-05-06,no
KXATPMATCH-26MAY06BURBEL,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Mattia Bellucci,Roman Andres Burruchaga,80,56,results,KXATPMATCH-26MAY06BURBEL-BEL,KXATPMATCH-26MAY06BURBEL-BUR,0.2850,0.7150,0.2850,0.3050,0.0500,2026-05-07T07:49:00Z,candle,1500418.28,1006249.59,0.00,0.3132,backtest,0.1.0,2026-07-07,matched,completed,Mattia Bellucci,1,2026-05-07,yes
KXATPMATCH-26MAY06CINBLO,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Alexander Blockx,Federico Cina,36,225,results,KXATPMATCH-26MAY06CINBLO-BLO,KXATPMATCH-26MAY06CINBLO-CIN,0.7950,0.1900,0.8071,0.7871,0.0600,2026-05-07T07:34:00Z,candle,1965193.65,1021790.51,0.00,0.8260,backtest,0.1.0,2026-07-07,matched,completed,Alexander Blockx,1,2026-05-07,yes
KXATPMATCH-26MAY06DZUMAN,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Adrian Mannarino,Damir Dzumhur,45,87,results,KXATPMATCH-26MAY06DZUMAN-MAN,KXATPMATCH-26MAY06DZUMAN-DZU,0.2450,0.7550,0.2450,0.2450,0.0100,2026-05-06T07:55:00Z,candle,188749.44,139368.14,0.00,0.3490,backtest,0.1.0,2026-07-07,matched,completed,Damir Dzumhur,0,2026-05-06,no
KXATPMATCH-26MAY06GIRCIL,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Marcos Giron,Marin Cilic,77,47,results,KXATPMATCH-26MAY06GIRCIL-GIR,KXATPMATCH-26MAY06GIRCIL-CIL,0.4200,0.5650,0.4264,0.4264,0.0700,2026-05-07T07:33:00Z,candle,676985.57,484222.44,0.00,0.3893,backtest,0.1.0,2026-07-07,matched,completed,Marin Cilic,0,2026-05-07,no
KXATPMATCH-26MAY06HURHAN,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Hubert Hurkacz,Yannick Hanfmann,53,59,results,KXATPMATCH-26MAY06HURHAN-HUR,KXATPMATCH-26MAY06HURHAN-HAN,0.6550,0.3450,0.6550,0.6550,0.0100,2026-05-06T07:55:00Z,candle,952515.77,516020.57,0.00,0.6357,backtest,0.1.0,2026-07-07,matched,completed,Yannick Hanfmann,0,2026-05-06,no
KXATPMATCH-26MAY06MARKOP,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Fabian Marozsan,Vit Kopriva,49,55,results,KXATPMATCH-26MAY06MARKOP-MAR,KXATPMATCH-26MAY06MARKOP-KOP,0.5950,0.4150,0.5891,0.5891,0.0100,2026-05-06T07:54:00Z,candle,325883.61,266303.24,0.00,0.5350,backtest,0.1.0,2026-07-07,matched,completed,Vit Kopriva,0,2026-05-06,no
KXATPMATCH-26MAY06MEDROY,atp,2026,2026-05-06T12:00:00Z,2026-05-06,Rome Masters,R128,Clay,masters,3,Hamad Medjedovic,Valentin Royer,67,71,results,KXATPMATCH-26MAY06MEDROY-MED,KXATPMATCH-26MAY06MEDROY-ROY,0.7300,0.2850,0.7192,0.7192,0.0200,2026-05-07T07:33:00Z,candle,609148.45,350970.29,0.00,0.6554,backtest,0.1.0,2026-07-07,matched,completed,Hamad Medjedovic,1,2026-05-07,yes
